THPREDICTIONS F2R1000_D  Deuteron
0    1.35392             1.62355             
1    1.35443             1.64312             
2    1.35499             1.66369             
3    1.3556              1.68527             
4    1.35625             1.70786             
5    1.35695             1.73147             
6    1.35771             1.75611             
7    1.35853             1.78179             
8    1.35941             1.8085              
9    1.36036             1.83624             
10   1.36137             1.86501             
11   1.36246             1.89482             
12   1.36363             1.92567             
13   1.36485             1.95753             
14   1.36613             1.99039             
15   1.36749             2.02427             
16   1.36894             2.05918             
17   1.37044             2.09503             
18   1.37196             2.13182             
19   1.37355             2.16956             
20   1.3752              2.20823             
21   1.3769              2.24779             
22   1.37866             2.2882              
23   1.38047             2.32938             
24   1.38234             2.37135             
25   1.3843              2.41412             
26   1.38631             2.45759             
27   1.38834             2.50161             
28   1.39037             2.54607             
29   1.39238             2.59086             
30   1.39435             2.63583             
31   1.3963              2.68098             
32   1.39826             2.72626             
33   1.4002              2.77151             
34   1.40209             2.81654             
35   1.40392             2.86115             
36   1.40567             2.90517             
37   1.4073              2.94835             
38   1.4088              2.99048             
39   1.41013             3.03123             
40   1.41129             3.07041             
41   1.41211             3.1073              
42   1.4125              3.14136             
43   1.41261             3.17255             
44   1.41244             3.20036             
45   1.41181             3.22397             
46   1.41052             3.24173             
47   1.40878             3.25483             
48   1.40656             3.26286             
49   1.40364             3.2627              
50   1.39986             3.25185             
51   1.39513             3.22993             
52   1.38851             3.18877             
53   1.37865             3.11632             
54   1.36965             3.05181             
55   1.35941             2.97602             
56   1.34816             2.89206             
57   1.33868             2.82544             
58   1.3191              2.668               
59   1.27771             2.31327             
60   1.22109             1.82068             
61   1.15475             1.23808             
62   1.07244             0.511448            
63   1.02407             0.110828            
64   1.01366             0.0723077           
65   1.0124              0.0690706           
66   1.01115             0.0662653           
67   1.00989             0.0639024           
68   1.00861             0.061959            
69   1.00729             0.0604039           
70   1.00598             0.0592425           
71   1.00468             0.0584194           
72   1.0034              0.0578449           
73   1.00214             0.0575029           
74   1.00081             0.0572834           
75   0.999469            0.0571655           
76   0.998112            0.0571384           
77   0.996735            0.0571783           
78   0.995455            0.057255            
79   0.994343            0.0573457           
80   0.99338             0.0574089           
81   0.992522            0.0574091           
82   0.991809            0.0573403           
83   0.991261            0.0571994           
84   0.990835            0.0569903           
85   0.990553            0.0567342           
86   0.990306            0.0564343           
87   0.990105            0.0560875           
88   0.990007            0.0557035           
89   0.990145            0.0552898           
90   0.990543            0.0548399           
91   0.991069            0.0543581           
92   0.991674            0.053838            
93   0.992366            0.0532811           
94   0.993083            0.0526786           
95   0.993786            0.0520043           
96   0.9943              0.0512764           
97   0.994588            0.0505059           
98   0.994462            0.0497588           
99   0.993622            0.0490621           
100  0.99229             0.0483081           
101  0.990582            0.0476681           
102  0.988705            0.0471094           
103  0.986957            0.0466726           
104  0.985539            0.0463483           
105  0.98428             0.0461365           
106  0.983242            0.0460239           
107  0.982647            0.0459111           
108  0.982403            0.0458232           
109  0.982659            0.0456942           
110  0.983358            0.045466            
111  0.984272            0.0453214           
112  0.985315            0.0452879           
113  0.986342            0.0452798           
114  0.987159            0.0452418           
115  0.98786             0.0453279           
116  0.988271            0.0452198           
117  0.988416            0.0449416           
118  0.988369            0.0446408           
119  0.988242            0.0445326           
120  0.988056            0.044483            
121  0.987839            0.0444824           
122  0.987618            0.0444483           
123  0.987397            0.0446508           
124  0.986976            0.0444028           
125  0.986308            0.0434579           
126  0.985522            0.0422109           
127  0.984454            0.0410137           
128  0.983042            0.0401403           
129  0.981367            0.0397204           
130  0.979653            0.0402658           
131  0.978125            0.0415005           
132  0.976746            0.0430241           
133  0.975526            0.0448901           
134  0.974286            0.0462827           
135  0.972985            0.0474193           
136  0.971817            0.0482544           
137  0.970334            0.0496108           
138  0.968448            0.0516683           
139  0.966219            0.0544563           
140  0.963721            0.0581215           
141  0.961075            0.0625291           
142  0.958386            0.0674069           
143  0.955316            0.0734457           
144  0.952598            0.0794529           
145  0.950489            0.0848366           
146  0.948946            0.0897101           
147  0.948049            0.0939296           
148  0.947509            0.0985204           
149  0.94729             0.10344             
150  0.947454            0.108428            
151  0.948045            0.113319            
152  0.948506            0.119694            
153  0.948868            0.127357            
154  0.948991            0.137077            
155  0.948887            0.14852             
156  0.949109            0.158772            
157  0.949644            0.168089            
158  0.950566            0.176668            
159  0.951821            0.185801            
160  0.953115            0.196627            
161  0.954488            0.209532            
162  0.95626             0.225656            
163  0.958589            0.246414            
164  0.960887            0.27155             
165  0.963057            0.302107            
166  0.965047            0.339191            
167  0.965878            0.384292            
168  0.969244            0.443257            
169  0.975828            0.5193              
170  0.986389            0.618189            
171  0.997979            0.738406            
172  1.01775             0.902219            
173  1.04675             1.11814             
174  1.08599             1.39529             
175  1.14452             1.74776             
176  1.21317             2.18095             
177  1.28963             2.70417             
178  1.37695             3.33633             
179  1.47774             4.11769             
180  1.59759             5.07666             
181  1.74635             6.20904             
182  1.93332             7.55269             
183  2.1706              9.15905             
184  2.46616             11.1517             
185  2.85682             13.5329             
186  3.37349             16.4209             
187  4.05746             19.9883             
188  4.99119             24.4315             
189  6.30062             30.2702             
190  8.31202             38.6371             
191  12.807              56.9738             
192  10.0478             104.71              
193  8.70709             111.688             
194  19.0248             135.09              
195  42.9785             302.269             
196  -14.5726            449.259             
197  79.0898             580.387             
198  -174.636            2299.4              
199  100.824             871.223             
