THPREDICTIONS F2R10_D  Deuteron
0    1.80909             5.2595              
1    1.81469             5.33176             
2    1.82038             5.40525             
3    1.82614             5.47996             
4    1.83194             5.55589             
5    1.83779             5.63302             
6    1.84362             5.71133             
7    1.84942             5.79084             
8    1.85523             5.87144             
9    1.8611              5.9531              
10   1.86703             6.03584             
11   1.87305             6.11965             
12   1.87916             6.20449             
13   1.8853              6.29028             
14   1.89147             6.377               
15   1.89766             6.4645              
16   1.9039              6.55273             
17   1.9102              6.64177             
18   1.91658             6.73153             
19   1.92306             6.82196             
20   1.92942             6.91311             
21   1.93563             7.00479             
22   1.94175             7.09658             
23   1.9478              7.1884              
24   1.95395             7.28054             
25   1.96025             7.37306             
26   1.96654             7.46558             
27   1.97269             7.55774             
28   1.97874             7.64958             
29   1.98467             7.74067             
30   1.99035             7.83029             
31   1.99575             7.91857             
32   2.00101             8.00595             
33   2.00619             8.09226             
34   2.01125             8.17689             
35   2.01612             8.2593              
36   2.02078             8.33946             
37   2.02519             8.41714             
38   2.0292              8.49183             
39   2.03269             8.56295             
40   2.03575             8.63048             
41   2.03805             8.69249             
42   2.03946             8.7481              
43   2.04072             8.80076             
44   2.04192             8.85071             
45   2.04171             8.89078             
46   2.04063             8.92382             
47   2.03747             8.94245             
48   2.03088             8.9355              
49   2.02473             8.92948             
50   2.02231             8.94671             
51   2.02129             8.96745             
52   2.01941             8.96964             
53   2.0283              9.06119             
54   2.00872             8.88951             
55   1.94475             8.31287             
56   1.91214             8.01888             
57   1.90878             7.9869              
58   1.93791             8.25576             
59   2.03384             9.14836             
60   2.18307             10.5377             
61   1.98553             8.78255             
62   1.41257             3.62896             
63   1.07337             0.582597            
64   1.00784             0.0437453           
65   1.00685             0.0409779           
66   1.00574             0.0386734           
67   1.00456             0.0365408           
68   1.00337             0.0343366           
69   1.00221             0.0324634           
70   1.00106             0.0313112           
71   0.999817            0.0306959           
72   0.999041            0.0302458           
73   0.998733            0.0299686           
74   0.998198            0.0298252           
75   0.997382            0.0295595           
76   0.996406            0.0293038           
77   0.99529             0.0290328           
78   0.99417             0.0288391           
79   0.993136            0.0287495           
80   0.992214            0.0286888           
81   0.991427            0.028595            
82   0.990805            0.0285368           
83   0.990301            0.0283921           
84   0.990158            0.0282935           
85   0.990463            0.0283245           
86   0.990658            0.0283022           
87   0.990572            0.0281792           
88   0.990232            0.0279456           
89   0.989891            0.0278698           
90   0.989664            0.0278989           
91   0.989604            0.0278358           
92   0.989787            0.0277845           
93   0.990558            0.0277724           
94   0.991389            0.0276966           
95   0.992064            0.0275315           
96   0.993369            0.0275126           
97   0.995663            0.0271231           
98   0.997806            0.0269031           
99   0.999086            0.0264886           
100  0.999956            0.0258582           
101  1.00052             0.0252919           
102  1.00054             0.0247185           
103  1.00008             0.0242397           
104  1.00035             0.0240727           
105  1.00021             0.0240897           
106  0.999679            0.0242104           
107  0.99857             0.0236766           
108  0.99744             0.023194            
109  0.996918            0.0230187           
110  0.996943            0.0229493           
111  0.997686            0.022785            
112  0.999042            0.0222902           
113  1.00083             0.0220296           
114  1.00274             0.0225738           
115  1.00469             0.0243823           
116  1.00628             0.025568            
117  1.00764             0.0260557           
118  1.00864             0.0268066           
119  1.00889             0.0267296           
120  1.00856             0.0260087           
121  1.0082              0.0252686           
122  1.0082              0.0248295           
123  1.00824             0.0253895           
124  1.00863             0.0271468           
125  1.00951             0.0279989           
126  1.01147             0.0316906           
127  1.01265             0.0347848           
128  1.0122              0.0320659           
129  1.01059             0.0235479           
130  1.00861             0.020568            
131  1.00695             0.0238052           
132  1.00554             0.0265982           
133  1.00427             0.0292415           
134  1.00356             0.0318728           
135  1.00341             0.0334679           
136  1.00405             0.0355525           
137  1.00472             0.0367923           
138  1.00503             0.0362143           
139  1.00541             0.0355793           
140  1.00567             0.0386192           
141  1.00424             0.0411352           
142  1.00155             0.0429686           
143  0.996938            0.0483341           
144  0.992546            0.0577391           
145  0.989217            0.0631135           
146  0.98655             0.0637597           
147  0.983112            0.0601548           
148  0.981633            0.0607947           
149  0.982235            0.0588932           
150  0.985229            0.0521856           
151  0.990826            0.0511474           
152  0.995086            0.056097            
153  0.998233            0.0560151           
154  0.999876            0.0490589           
155  1.0003              0.0552256           
156  1.00129             0.0710621           
157  1.00277             0.0842317           
158  1.00453             0.0917954           
159  1.00666             0.0987041           
160  1.00907             0.10671             
161  1.01146             0.11303             
162  1.01433             0.121535            
163  1.01769             0.137365            
164  1.02082             0.139137            
165  1.02375             0.12574             
166  1.02871             0.103206            
167  1.03723             0.126857            
168  1.03667             0.1794              
169  1.02767             0.229284            
170  1.01151             0.282217            
171  0.962561            0.412633            
172  0.929871            0.5302              
173  0.914824            0.577394            
174  0.916212            0.571462            
175  0.948441            0.611681            
176  0.987922            0.807134            
177  1.02531             1.01521             
178  1.06019             1.20009             
179  1.10008             1.40433             
180  1.14162             1.71821             
181  1.16692             2.0189              
182  1.17713             2.33831             
183  1.17394             2.79626             
184  1.11779             3.73503             
185  1.08364             5.02711             
186  1.07603             6.38022             
187  1.09786             7.75836             
188  1.18007             9.07025             
189  1.30195             10.6679             
190  1.43309             13.0452             
191  1.48048             16.5819             
192  1.22923             22.3816             
193  0.478128            35.3268             
194  -6.48689            90.56               
195  26.6479             202.471             
196  8.84194             75.2135             
197  20.5592             123.87              
198  8.33224             121.083             
199  41.9408             214.667             
