THPREDICTIONS F2R1_D  Deuteron
0    11905.8             97198.6             
1    11890.7             96855.3             
2    11458.3             92425.9             
3    9029.05             68436.5             
4    9694.73             74928.4             
5    18194.3             159245              
6    18823.7             165692              
7    1570.64             15868.5             
8    -14922.5            172325              
9    -6232.43            84768.7             
10   29523.5             277512              
11   38318.3             364989              
12   20719.5             179325              
13   6392.11             41426               
14   -178.674            20653.6             
15   -1838.83            35642.2             
16   -141.954            20617.9             
17   3329.18             21685.1             
18   4293.28             30088.9             
19   2702.08             16860.3             
20   1742.55             12586.4             
21   1561.99             12553               
22   1572.24             12640.9             
23   1582.47             12728.6             
24   1592.63             12815.9             
25   1602.74             12902.7             
26   1612.79             12988.8             
27   1622.82             13074.6             
28   1632.57             13157.8             
29   1641.56             13233.8             
30   1651.31             13317.6             
31   1663.28             13423               
32   1672.04             13497.3             
33   1673.86             13504.6             
34   1679.22             13547.1             
35   1695.61             13697.7             
36   1711.42             13843.4             
37   1711.43             13836.2             
38   1702.39             13742               
39   1706.91             13781               
40   1725.47             13958.8             
41   1723.02             13933.7             
42   1715.44             13860.5             
43   1680.49             13523.6             
44   1607.24             12819.2             
45   1589.8              12658.7             
46   1646.52             13219.1             
47   1709.45             13847.3             
48   1760.23             14361.5             
49   1775.59             14539.4             
50   1680                13646.8             
51   1431.82             11287.6             
52   1650.68             13444.2             
53   3007.48             27169.8             
54   2672.72             23698.3             
55   -436.028            10694.7             
56   -1457.53            20228.4             
57   1600.47             15567.6             
58   4970.01             52752.5             
59   5041.41             49279.6             
60   2757.64             19703.9             
61   1298.35             11836.8             
62   496.962             4954.7              
63   79.335              784.051             
64   0.861834            0.234452            
65   0.897053            0.168961            
66   0.922649            0.15965             
67   0.939409            0.163674            
68   0.948323            0.134718            
69   0.951655            0.111068            
70   0.952138            0.105823            
71   0.948624            0.108818            
72   0.952124            0.108361            
73   0.961991            0.102039            
74   0.966408            0.0959448           
75   0.964827            0.0781558           
76   0.964838            0.0812908           
77   0.967722            0.0732169           
78   0.969045            0.066194            
79   0.966911            0.0605283           
80   0.963858            0.0548992           
81   0.961153            0.0484836           
82   0.956938            0.0449697           
83   0.952493            0.047077            
84   0.949665            0.0512867           
85   0.946385            0.0490942           
86   0.947553            0.0468644           
87   0.95202             0.0476572           
88   0.953795            0.0606811           
89   0.95421             0.0520126           
90   0.953702            0.0422947           
91   0.955944            0.0512059           
92   0.959549            0.0703849           
93   0.958881            0.0703911           
94   0.958365            0.0811394           
95   0.956328            0.066087            
96   0.950737            0.0697591           
97   0.951727            0.0563161           
98   0.95392             0.049501            
99   0.953531            0.0458644           
100  0.952648            0.0461812           
101  0.953332            0.0570357           
102  0.958866            0.0675718           
103  0.968456            0.0737542           
104  0.970231            0.0829812           
105  0.987465            0.0714603           
106  1.01827             0.0591411           
107  1.03121             0.0691112           
108  1.03095             0.0556307           
109  1.03139             0.0560663           
110  1.03433             0.0549711           
111  1.0349              0.0560538           
112  1.03201             0.0543334           
113  1.02885             0.0577346           
114  1.02626             0.0620251           
115  1.02262             0.0658691           
116  1.01991             0.0703774           
117  1.01818             0.0754393           
118  1.01491             0.0788242           
119  1.00991             0.0800817           
120  1.00266             0.0794387           
121  0.995425            0.0795213           
122  0.989983            0.0782187           
123  0.986898            0.0868445           
124  0.977801            0.100835            
125  0.965145            0.101014            
126  0.948996            0.0907689           
127  0.934688            0.102422            
128  0.922288            0.103348            
129  0.914911            0.100418            
130  0.909464            0.10146             
131  0.904494            0.1079              
132  0.901418            0.115281            
133  0.897678            0.12342             
134  0.891875            0.129725            
135  0.888164            0.136584            
136  0.887172            0.13994             
137  0.888513            0.144112            
138  0.891159            0.149788            
139  0.89454             0.157124            
140  0.898498            0.166613            
141  0.903855            0.173188            
142  0.910245            0.176637            
143  0.917716            0.178457            
144  0.925847            0.18403             
145  0.934386            0.190123            
146  0.943736            0.196339            
147  0.95025             0.207634            
148  0.96052             0.22028             
149  0.972989            0.228308            
150  0.990887            0.235076            
151  1.01774             0.259953            
152  1.02956             0.27533             
153  1.02977             0.273141            
154  1.01376             0.264675            
155  0.986617            0.314499            
156  0.972071            0.355414            
157  0.969281            0.356954            
158  0.968842            0.315146            
159  0.974551            0.373458            
160  1.00085             0.432689            
161  1.04146             0.425144            
162  1.08607             0.365821            
163  1.12636             1.18804             
164  1.16653             1.32795             
165  1.19892             0.938519            
166  1.42569             2.50224             
167  2.19271             12.5505             
168  2.16                13.5699             
169  1.57963             8.21206             
170  0.688732            1.35939             
171  -5.09074            61.3899             
172  -7.30251            85.3377             
173  -6.34754            76.9069             
174  -3.14658            45.3778             
175  13.8488             125.367             
176  28.3856             271.693             
177  34.4911             333.46              
178  32.535              314.394             
179  -3.17959            42.3098             
180  -69.6586            706.736             
181  -109.964            1109.94             
182  -123.332            1244.24             
183  -110.723            1119.19             
184  -17.1685            186.572             
185  55.6034             538.971             
186  104.485             1026.4              
187  130.327             1284.22             
188  112.46              1106.63             
189  73.7227             720.626             
190  41.9389             408.439             
191  18.0766             169.043             
192  1.14092             0.984373            
193  1.09276             0.866406            
194  1.09667             1.08538             
195  1.21614             2.13304             
196  0.915233            4.69799             
197  1.69526             7.57827             
198  0.88983             1.52333             
199  1.08086             1.86732             
