THPREDICTIONS F2R1000_D  Deuteron
0    1006.54             7033.73             
1    974.446             6786.02             
2    939.689             6514.27             
3    900.697             6203.89             
4    863.356             5909.71             
5    824.947             5606.38             
6    786.362             5302.56             
7    751.192             5031.51             
8    706.466             4673.37             
9    634.716             4070.48             
10   544.96              3319.3              
11   444.288             2511.58             
12   323.757             1700.92             
13   243.821             1402.87             
14   216.292             1347.66             
15   207.87              1305.66             
16   197.513             1264.26             
17   186.173             1232.83             
18   174.788             1217.59             
19   162.051             1218.42             
20   156.051             1238.04             
21   157.184             1261.44             
22   160.118             1284.97             
23   163.078             1308.69             
24   166.066             1332.61             
25   169.08              1356.72             
26   172.115             1380.97             
27   175.158             1405.27             
28   178.204             1429.55             
29   181.241             1453.75             
30   184.262             1477.79             
31   187.265             1501.65             
32   190.245             1525.3              
33   193.192             1548.66             
34   196.091             1571.6              
35   198.927             1594                
36   201.69              1615.78             
37   204.36              1636.77             
38   206.925             1656.89             
39   209.369             1676.02             
40   211.664             1693.9              
41   213.776             1710.29             
42   215.65              1724.74             
43   217.317             1737.53             
44   218.682             1747.82             
45   219.74              1755.63             
46   220.399             1760.25             
47   220.431             1759.39             
48   219.801             1752.78             
49   218.236             1738.13             
50   215.316             1711.73             
51   210.931             1672.61             
52   206.808             1637.74             
53   201.377             1593.47             
54   195.623             1545.57             
55   191.179             1511.11             
56   178.563             1400.97             
57   156.561             1202.74             
58   126.492             940.773             
59   88.4413             628.361             
60   45.3396             309.366             
61   18.7425             164                 
62   7.67758             67.055              
63   2.05118             10.9041             
64   0.956318            0.0409887           
65   0.953995            0.0384053           
66   0.95187             0.035894            
67   0.949966            0.0334813           
68   0.948272            0.0311931           
69   0.946762            0.0290655           
70   0.945465            0.0271725           
71   0.944386            0.0255176           
72   0.943431            0.0241126           
73   0.942582            0.0229608           
74   0.941775            0.0219652           
75   0.941034            0.0210992           
76   0.940333            0.020397            
77   0.939666            0.019855            
78   0.939102            0.0194175           
79   0.938684            0.0190328           
80   0.938433            0.0187128           
81   0.938344            0.0184749           
82   0.938464            0.0183278           
83   0.938814            0.0182939           
84   0.939369            0.0183844           
85   0.940175            0.0186202           
86   0.941135            0.0190061           
87   0.94229             0.0195222           
88   0.943699            0.0202414           
89   0.945439            0.0211689           
90   0.947562            0.0223059           
91   0.94996             0.0235668           
92   0.952618            0.0249373           
93   0.955603            0.02643             
94   0.95888             0.0280528           
95   0.962442            0.0298288           
96   0.966157            0.03176             
97   0.969992            0.0338526           
98   0.973898            0.0360825           
99   0.977617            0.038473            
100  0.982223            0.0416349           
101  0.986452            0.0450083           
102  0.990288            0.0486086           
103  0.993928            0.0524401           
104  0.997525            0.0565113           
105  1.00085             0.0608463           
106  1.004               0.0654481           
107  1.00708             0.070349            
108  1.01008             0.0755559           
109  1.01316             0.081033            
110  1.01636             0.0868113           
111  1.01952             0.0929489           
112  1.02259             0.0994756           
113  1.02554             0.106411            
114  1.02838             0.113696            
115  1.03114             0.121347            
116  1.03369             0.129368            
117  1.03604             0.137841            
118  1.03823             0.146875            
119  1.04025             0.156545            
120  1.0422              0.167075            
121  1.04407             0.178526            
122  1.04582             0.190979            
123  1.04742             0.204458            
124  1.04894             0.218973            
125  1.05049             0.234607            
126  1.05215             0.251475            
127  1.05379             0.269659            
128  1.05534             0.289263            
129  1.05705             0.310421            
130  1.05892             0.333257            
131  1.06082             0.357911            
132  1.06281             0.384566            
133  1.06496             0.413405            
134  1.06746             0.444623            
135  1.07034             0.478432            
136  1.07357             0.515082            
137  1.07732             0.554858            
138  1.08164             0.598084            
139  1.08656             0.645218            
140  1.09215             0.696677            
141  1.09851             0.752735            
142  1.10575             0.814096            
143  1.11402             0.881581            
144  1.12329             0.955933            
145  1.13363             1.038               
146  1.14518             1.129               
147  1.1579              1.22882             
148  1.17232             1.34143             
149  1.18858             1.46813             
150  1.2068              1.61088             
151  1.22704             1.77173             
152  1.24984             1.94944             
153  1.27536             2.1461              
154  1.30458             2.37006             
155  1.33746             2.62298             
156  1.37219             2.89284             
157  1.40938             3.18619             
158  1.44837             3.49269             
159  1.49056             3.8283              
160  1.54017             4.24507             
161  1.59801             4.75007             
162  1.66178             5.32841             
163  1.73241             5.98716             
164  1.82067             6.80028             
165  1.92662             7.77197             
166  2.06262             9.02442             
167  2.25369             10.814              
168  2.42457             12.3876             
169  2.58224             13.8142             
170  2.73632             15.1891             
171  2.88574             16.4606             
172  3.06727             18.0678             
173  3.30502             20.254              
174  3.62646             23.2947             
175  3.66368             23.5619             
176  3.98876             26.7067             
177  4.88612             35.54               
178  6.40263             50.5297             
179  8.84476             74.6962             
180  12.0952             106.878             
181  15.4167             139.798             
182  18.7854             173.224             
183  22.1042             206.184             
184  27.2687             257.698             
185  30.959              294.473             
186  32.9038             313.792             
187  32.9422             314.039             
188  27.9482             264.045             
189  20.0536             184.978             
190  12.9517             113.411             
191  6.93804             51.1206             
192  1.64146             4.35601             
193  1.55966             3.05613             
194  2.07076             4.41875             
195  3.61146             16.1049             
196  1.39603             13.0831             
197  2.75035             9.20245             
198  0.914679            26.7677             
199  -1.14645            26.8075             
