THPREDICTIONS F2R100_D  Deuteron
0    1678.42             11988.3             
1    1638.69             11687.4             
2    1592.31             11325.2             
3    1539.57             10904.4             
4    1485.98             10477               
5    1420.45             9938.13             
6    1368.65             9530.68             
7    1342.1              9362.67             
8    1306.95             9115.81             
9    1221.84             8399.9              
10   1117.74             7511.07             
11   925.907             5824.81             
12   623.581             3376.23             
13   422.688             2360.96             
14   362.141             2261.47             
15   353.324             2211.11             
16   341.356             2150.9              
17   326.291             2087.45             
18   302.589             2010.89             
19   267.044             1952.3              
20   248.317             1967.57             
21   247.711             1998.65             
22   251.617             2029.86             
23   255.544             2061.2              
24   259.495             2092.71             
25   263.473             2124.41             
26   267.47              2156.22             
27   271.467             2188                
28   275.457             2219.69             
29   279.426             2251.18             
30   283.356             2282.31             
31   287.248             2313.11             
32   291.11              2343.63             
33   294.932             2373.8              
34   298.688             2403.41             
35   302.358             2432.29             
36   305.931             2460.35             
37   309.387             2487.42             
38   312.724             2513.53             
39   315.92              2538.49             
40   318.962             2562.2              
41   321.825             2584.53             
42   324.412             2604.63             
43   326.851             2623.68             
44   329.038             2640.7              
45   330.962             2655.85             
46   332.343             2666.65             
47   333.241             2673.33             
48   333.812             2677.57             
49   333.095             2670.22             
50   330.147             2642.17             
51   325.281             2596.66             
52   319.61              2547.09             
53   309.084             2455.35             
54   304.27              2418.25             
55   306.065             2449.98             
56   298.434             2386.62             
57   282.053             2229.15             
58   247.335             1909.69             
59   181.504             1334.24             
60   93.824              644.377             
61   39.376              353.579             
62   15.5263             145.046             
63   3.3461              23.4604             
64   0.993215            0.0431817           
65   0.990391            0.0402947           
66   0.987719            0.0374968           
67   0.985263            0.034839            
68   0.983028            0.0323096           
69   0.981011            0.0299334           
70   0.979304            0.027787            
71   0.977872            0.0258316           
72   0.976601            0.0242052           
73   0.975509            0.022949            
74   0.974411            0.021849            
75   0.97329             0.0208381           
76   0.97214             0.0200201           
77   0.970903            0.0194434           
78   0.969759            0.0190291           
79   0.968849            0.0186334           
80   0.968062            0.0182719           
81   0.96735             0.0179778           
82   0.966777            0.017749            
83   0.966351            0.0175888           
84   0.966133            0.0175132           
85   0.966192            0.0175763           
86   0.966285            0.0177306           
87   0.966492            0.0179106           
88   0.966918            0.0182555           
89   0.96758             0.0187919           
90   0.968523            0.0196056           
91   0.96968             0.0205366           
92   0.971065            0.0215395           
93   0.972722            0.0226353           
94   0.974682            0.023853            
95   0.977037            0.0252144           
96   0.979491            0.0267486           
97   0.982026            0.0284933           
98   0.984575            0.0303117           
99   0.986909            0.032153            
100  0.989928            0.03451             
101  0.992519            0.0369651           
102  0.994611            0.0395758           
103  0.99658             0.0423424           
104  0.998574            0.0452788           
105  1.00023             0.0484051           
106  1.00168             0.0517107           
107  1.00292             0.055251            
108  1.00412             0.0590535           
109  1.00562             0.0630191           
110  1.00744             0.0671233           
111  1.00941             0.0714415           
112  1.01143             0.0760214           
113  1.0135              0.0809017           
114  1.01559             0.0860043           
115  1.01771             0.0913281           
116  1.01971             0.096779            
117  1.02158             0.102426            
118  1.02336             0.108275            
119  1.02502             0.114447            
120  1.0267              0.12121             
121  1.02833             0.128629            
122  1.02984             0.136783            
123  1.03116             0.145638            
124  1.03245             0.155144            
125  1.03383             0.165334            
126  1.03532             0.176283            
127  1.03677             0.188045            
128  1.03811             0.20069             
129  1.03968             0.214293            
130  1.04136             0.228918            
131  1.04289             0.244632            
132  1.04431             0.261533            
133  1.04575             0.279727            
134  1.04734             0.299314            
135  1.04914             0.32039             
136  1.05114             0.343048            
137  1.05345             0.367492            
138  1.05607             0.393897            
139  1.05901             0.422483            
140  1.0623              0.45343             
141  1.0661              0.486925            
142  1.07051             0.523316            
143  1.07567             0.563455            
144  1.0815              0.607111            
145  1.08803             0.65459             
146  1.09516             0.706617            
147  1.10293             0.762777            
148  1.11152             0.826327            
149  1.12131             0.898278            
150  1.13214             0.978365            
151  1.14366             1.06612             
152  1.15768             1.16823             
153  1.17418             1.28474             
154  1.19405             1.42535             
155  1.21692             1.58802             
156  1.24021             1.74696             
157  1.26422             1.90666             
158  1.29078             2.0755              
159  1.31982             2.25908             
160  1.34836             2.45744             
161  1.37769             2.6819              
162  1.39911             2.85351             
163  1.41449             2.98618             
164  1.45682             3.36755             
165  1.52423             3.98148             
166  1.62447             4.90804             
167  1.77318             6.32488             
168  1.90755             7.56456             
169  2.02982             8.64952             
170  2.14303             9.61071             
171  2.42288             12.1148             
172  2.58635             13.4923             
173  2.64078             13.8196             
174  2.60874             13.3241             
175  1.93816             6.58502             
176  1.43713             1.55299             
177  1.53594             2.44487             
178  2.34155             10.3387             
179  3.8333              24.9771             
180  6.05087             46.7707             
181  9.16813             77.5975             
182  13.1495             117.104             
183  17.8731             164.077             
184  27.7657             262.787             
185  35.2075             337.039             
186  39.7513             382.363             
187  41.2139             396.941             
188  35.0507             335.516             
189  24.6435             231.771             
190  15.4489             139.964             
191  7.68163             62.0272             
192  1.69021             2.50768             
193  1.68721             4.26481             
194  1.45384             2.58385             
195  1.92112             3.95394             
196  4.64684             26.1346             
197  26.0797             242.906             
198  1.42998             23.5366             
199  7.7821              52.8281             
