F2R100	0	200
   1	DIS_F2P	1.000000000000000e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
   2	DIS_F2P	1.072267222010323e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
   3	DIS_F2P	1.149756995397736e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
   4	DIS_F2P	1.232846739442066e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
   5	DIS_F2P	1.321941148466029e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
   6	DIS_F2P	1.417474162926805e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
   7	DIS_F2P	1.519911082952934e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
   8	DIS_F2P	1.629750834620644e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
   9	DIS_F2P	1.747528400007684e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  10	DIS_F2P	1.873817422860384e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  11	DIS_F2P	2.009233002565047e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  12	DIS_F2P	2.154434690031884e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  13	DIS_F2P	2.310129700083160e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  14	DIS_F2P	2.477076355991711e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  15	DIS_F2P	2.656087782946686e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  16	DIS_F2P	2.848035868435802e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  17	DIS_F2P	3.053855508833416e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  18	DIS_F2P	3.274549162877729e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  19	DIS_F2P	3.511191734215131e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  20	DIS_F2P	3.764935806792468e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  21	DIS_F2P	4.037017258596555e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  22	DIS_F2P	4.328761281083059e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  23	DIS_F2P	4.641588833612778e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  24	DIS_F2P	4.977023564332111e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  25	DIS_F2P	5.336699231206310e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  26	DIS_F2P	5.722367659350218e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  27	DIS_F2P	6.135907273413175e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  28	DIS_F2P	6.579332246575679e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
  29	DIS_F2P	7.054802310718643e-04	1.000000000000000e+02	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00	
