0.34519  0.0186943
0.33323  0.010775
0.32006  0.0114364
0.31132  0.0136821
0.32716  0.00964977
0.3125  0.00956107
0.30739  0.00946594
0.31328  0.00935091
0.30161  0.0115783
0.30411  0.00982212
0.2822  0.0078708
0.28576  0.00824487
0.28195  0.00723629
0.28592  0.0121045
0.27963  0.00910807
0.27614  0.0119913
0.27031  0.0177188
0.25682  0.00697536
0.25128  0.00679858
0.25531  0.00769959
0.24944  0.00821498
0.25056  0.00918465
0.24514  0.0113373
0.19905  0.00572286
0.19602  0.00584662
0.19078  0.00643922
0.1942  0.0059216
0.18993  0.00774313
0.12915  0.00391239
0.12921  0.00415825
0.12642  0.00428845
0.13258  0.013335
0.13587  0.0106387
0.07053  0.00310302
0.06426  0.00871603
0.07179  0.00507273
0.06892  0.00439404
