NMCPD	5	132
   1	DIS_F2P	8.000000000000000e-03	3.460000000000000e+00	0.000000000000000e+00	9.923999999999999e-01	1.220000000000000e-02	2.977200000000000e-03	3.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	7.939200000000000e-03	8.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   2	DIS_F2P	1.250000000000000e-02	3.460000000000000e+00	0.000000000000000e+00	9.844000000000001e-01	8.699999999999999e-03	9.844000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.968800000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   3	DIS_F2P	1.250000000000000e-02	4.470000000000000e+00	0.000000000000000e+00	9.734000000000000e-01	9.500000000000000e-03	1.946800000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	3.893600000000001e-03	4.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   4	DIS_F2P	1.250000000000000e-02	5.410000000000000e+00	0.000000000000000e+00	9.821000000000000e-01	1.340000000000000e-02	9.821000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	5.892600000000000e-03	6.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   5	DIS_F2P	1.750000000000000e-02	3.480000000000000e+00	0.000000000000000e+00	9.761000000000000e-01	9.200000000000000e-03	1.952200000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.761000000000000e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   6	DIS_F2P	1.750000000000000e-02	4.470000000000000e+00	0.000000000000000e+00	9.716000000000000e-01	1.000000000000000e-02	9.716000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.914800000000000e-03	3.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   7	DIS_F2P	1.750000000000000e-02	5.490000000000000e+00	0.000000000000000e+00	9.817000000000000e-01	1.430000000000000e-02	1.963400000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.963400000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   8	DIS_F2P	1.750000000000000e-02	6.830000000000000e+00	0.000000000000000e+00	9.942000000000000e-01	1.070000000000000e-02	9.942000000000002e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	3.976800000000001e-03	4.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
   9	DIS_F2P	2.500000000000000e-02	3.450000000000000e+00	0.000000000000000e+00	9.790000000000000e-01	6.500000000000000e-03	9.790000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.958000000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  10	DIS_F2P	2.500000000000000e-02	4.470000000000000e+00	0.000000000000000e+00	9.764000000000000e-01	8.500000000000001e-03	1.952800000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.764000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  11	DIS_F2P	2.500000000000000e-02	5.480000000000000e+00	0.000000000000000e+00	9.592000000000001e-01	9.700000000000000e-03	1.918400000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.592000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  12	DIS_F2P	2.500000000000000e-02	6.920000000000000e+00	0.000000000000000e+00	9.893000000000000e-01	8.500000000000001e-03	1.978600000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.967900000000000e-03	3.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  13	DIS_F2P	2.500000000000000e-02	8.920000000000000e+00	0.000000000000000e+00	9.738000000000000e-01	1.000000000000000e-02	9.738000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	3.895200000000001e-03	4.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  14	DIS_F2P	3.500000000000000e-02	3.460000000000000e+00	0.000000000000000e+00	9.565000000000000e-01	6.900000000000000e-03	1.913000000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.565000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  15	DIS_F2P	3.500000000000000e-02	4.450000000000000e+00	0.000000000000000e+00	9.611000000000000e-01	8.800000000000001e-03	9.611000000000000e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.611000000000000e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  16	DIS_F2P	3.500000000000000e-02	5.470000000000000e+00	0.000000000000000e+00	9.669000000000000e-01	1.110000000000000e-02	1.933800000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.669000000000000e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  17	DIS_F2P	3.500000000000000e-02	6.920000000000000e+00	0.000000000000000e+00	9.817000000000000e-01	1.010000000000000e-02	1.963400000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.817000000000001e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  18	DIS_F2P	3.500000000000000e-02	8.960000000000001e+00	0.000000000000000e+00	9.686000000000000e-01	1.150000000000000e-02	1.937200000000000e-03	2.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.686000000000000e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  19	DIS_F2P	3.500000000000000e-02	1.145000000000000e+01	0.000000000000000e+00	9.572000000000001e-01	1.070000000000000e-02	9.572000000000002e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	9.572000000000002e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
  20	DIS_F2P	3.500000000000000e-02	1.436000000000000e+01	0.000000000000000e+00	9.439000000000000e-01	1.440000000000000e-02	9.439000000000000e-04	1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.831700000000000e-03	3.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
