0.36575  0.0142338
0.36092  0.0144358
0.3536  0.0131707
0.35702  0.013351
0.34834  0.0133539
0.33013  0.0129177
0.34016  0.0131056
0.33475  0.0129073
0.33123  0.0130802
0.3378  0.0133876
0.31451  0.0128773
0.31298  0.0128454
0.30061  0.0125168
0.30601  0.0128112
0.30947  0.0130669
0.29547  0.0126131
0.29306  0.013206
0.27761  0.0120054
0.28678  0.012117
0.27833  0.0117418
0.27099  0.0117911
0.27198  0.0120308
0.26953  0.011705
0.26596  0.0119156
0.25886  0.0115645
0.25756  0.0114417
0.25851  0.0114186
0.24795  0.0109893
0.23909  0.0109217
0.23758  0.0112115
0.23279  0.0106708
0.2345  0.01006
0.23381  0.00987136
0.22833  0.00986933
0.21961  0.0104904
0.21705  0.0105651
0.1829  0.00888283
0.18873  0.00862733
0.17893  0.00848685
0.17382  0.00852243
0.18531  0.00832306
0.17836  0.00779887
0.17729  0.00760786
0.17661  0.00752151
0.17234  0.00783539
0.16928  0.00776711
0.16545  0.0077083
0.16205  0.00795151
0.12068  0.00692
0.11853  0.00656243
0.12108  0.00656947
0.11283  0.00656882
0.11759  0.00621559
0.10949  0.00543168
0.10915  0.00527413
0.10904  0.00515842
0.10842  0.00525339
0.10518  0.00539316
0.09777  0.00530125
0.10295  0.0054709
0.09701  0.0054584
0.09586  0.00582917
0.05714  0.00447301
0.06287  0.00459959
0.0592  0.00417606
0.05595  0.00411063
0.05904  0.00338654
0.05668  0.00322613
0.05511  0.00326402
0.05589  0.00346278
0.05493  0.00344035
0.04965  0.0033693
0.05175  0.00355044
0.04983  0.00363598
0.04681  0.00370099
0.02861  0.00311365
0.0237  0.00252228
0.0246  0.00199105
0.02521  0.00195972
0.02659  0.00210726
0.02449  0.00204102
0.02296  0.0020146
0.02062  0.0020122
0.02491  0.00237555
0.01926  0.00218942
0.02329  0.00254078
0.008  0.00109963
0.00861  0.00114786
0.00876  0.00115928
0.00785  0.00114303
0.00775  0.0012051
0.00707  0.0012266
0.00651  0.00128537
0.3742  0.0150174
0.3604  0.014734
0.35627  0.0135198
0.36119  0.0133909
0.3501  0.0133626
0.33493  0.0128087
0.34013  0.0129823
0.3272  0.0126604
0.32015  0.0126537
0.30177  0.0123767
0.30154  0.0122557
0.30541  0.012124
0.30445  0.0117794
0.2947  0.0116838
0.29398  0.0116282
0.27552  0.0111622
0.26457  0.0109905
0.26632  0.0106316
0.26452  0.0105525
0.25623  0.0105507
0.24538  0.0108113
0.2451  0.0101658
0.23687  0.00997763
0.22244  0.00943084
0.2232  0.00935635
0.22215  0.00933576
0.21767  0.00928486
0.22322  0.00973909
0.20815  0.00977479
0.17975  0.00768034
0.17028  0.0073037
0.17086  0.00725149
0.1673  0.00713135
0.16606  0.00713335
0.16045  0.0070377
0.15978  0.00719159
0.16018  0.00726267
0.14935  0.00722115
0.10618  0.00552265
0.10392  0.00547483
0.10567  0.0049335
0.1034  0.00480314
0.10321  0.00475531
0.10038  0.00471304
0.09919  0.00489488
0.09492  0.00486684
0.09065  0.00482626
0.09187  0.00479221
0.05383  0.00384283
0.05319  0.00371633
0.05346  0.00312439
0.05282  0.00300321
0.05373  0.00292107
0.05221  0.002852
0.05218  0.00288098
0.04913  0.00300277
0.05086  0.00305409
0.04983  0.00301566
0.04556  0.0029645
0.02538  0.0028524
0.02531  0.00269821
0.02316  0.0020943
0.02468  0.00202407
0.02318  0.00175899
0.02269  0.00163777
0.02195  0.0015759
0.02052  0.00164923
0.02144  0.00173849
0.01997  0.00167017
0.01944  0.00173101
0.00934  0.00169046
0.00935  0.00152066
0.0083  0.00128509
0.00764  0.00111918
0.00803  0.00111833
0.0072  0.000968339
0.00857  0.00110424
0.00673  0.000909436
0.00661  0.000923393
0.36758  0.0150882
0.35901  0.0152327
0.329  0.0146394
0.32609  0.0145331
0.32622  0.0147686
0.31362  0.0155477
0.29865  0.0141129
0.31101  0.0141592
0.31237  0.0144085
0.28775  0.0127077
0.2909  0.0128906
0.25886  0.0128875
0.26717  0.0128646
0.27703  0.0130016
0.2561  0.0115177
0.24968  0.0115499
0.25033  0.011749
0.24686  0.0120288
0.21158  0.0119721
0.23148  0.0120637
0.22144  0.0119706
0.21174  0.010463
0.22404  0.0106593
0.20388  0.010544
0.21105  0.0106834
0.2138  0.0120448
0.19842  0.0123936
0.17498  0.00917859
0.17194  0.00898241
0.1621  0.00788643
0.16531  0.00791431
0.15851  0.0078494
0.15873  0.00789933
0.15282  0.00792687
0.15741  0.0085411
0.14745  0.00853771
0.09549  0.0070659
0.10062  0.00700936
0.1024  0.00579021
0.09812  0.00565695
0.09646  0.00566931
0.09645  0.00568962
0.09914  0.00578378
0.09543  0.00573983
0.08773  0.00620759
0.08977  0.00594974
0.05248  0.00493726
0.05631  0.0051811
0.05488  0.00383796
0.05046  0.00371382
0.05662  0.003967
0.04721  0.00364859
0.04941  0.00384234
0.04626  0.00374128
0.04294  0.00420218
0.0393  0.00370839
0.04154  0.00497587
0.02536  0.00325895
0.02487  0.00247603
0.02242  0.00224394
0.02378  0.00230046
0.0228  0.00229155
0.02297  0.00236045
0.01986  0.00218632
0.02027  0.00268872
0.01814  0.00254756
0.01605  0.00276046
0.00911  0.00202405
0.00909  0.0018432
0.00786  0.0015318
0.00902  0.00166727
0.00807  0.00145718
0.00614  0.00132359
0.00564  0.00130128
0.00541  0.00122322
0.00639  0.00175196
