0.9924  0.0148571
0.9844  0.00897414
0.9734  0.0104499
0.9821  0.0146713
0.9761  0.00945536
0.9716  0.0104614
0.9817  0.0145671
0.9942  0.0114583
0.979  0.00685873
0.9764  0.00877592
0.9592  0.0099343
0.9893  0.0092181
0.9738  0.0107759
0.9565  0.00722388
0.9611  0.00890435
0.9669  0.0113086
0.9817  0.0103358
0.9686  0.0117022
0.9572  0.0107853
0.9439  0.0147061
0.9597  0.00618426
0.9551  0.00703096
0.9577  0.00860723
0.9682  0.00772236
0.9578  0.00993362
0.9532  0.00875206
0.9698  0.0091039
0.9635  0.0120935
0.9486  0.00721867
0.937  0.00811923
0.945  0.00954689
0.9367  0.00841128
0.9394  0.0106668
0.9328  0.0106644
0.9432  0.010386
0.9371  0.0103849
0.9592  0.0158458
0.936  0.00851449
0.9397  0.00914468
0.942  0.0106834
0.9245  0.00938397
0.9218  0.0114372
0.9254  0.011648
0.9291  0.0116371
0.9319  0.0114759
0.9554  0.014762
0.9233  0.0222958
0.9205  0.0100011
0.9114  0.0100923
0.9409  0.0119248
0.9291  0.0103679
0.9266  0.0127338
0.9263  0.0127355
0.9272  0.0131316
0.9123  0.0124335
0.9272  0.0147292
0.905  0.0209392
0.9039  0.0345592
0.8966  0.00930738
0.9132  0.00902926
0.9242  0.00980964
0.9212  0.00845874
0.9147  0.0100833
0.8981  0.0098649
0.9068  0.0102615
0.9018  0.0098414
0.8924  0.0110361
0.905  0.0149275
0.8453  0.0191374
0.8983  0.0108632
0.8811  0.01193
0.9134  0.0122409
0.8869  0.00959146
0.8622  0.0110383
0.8676  0.0111052
0.8787  0.0116014
0.862  0.0109027
0.8684  0.0122617
0.8641  0.0153487
0.8715  0.0202188
0.897  0.0297271
0.8702  0.012409
0.8445  0.013881
0.8607  0.0104603
0.8464  0.0114217
0.8534  0.0113934
0.8549  0.0117875
0.8617  0.011299
0.8651  0.0126888
0.867  0.0155726
0.8343  0.0186374
0.8218  0.0248272
0.8505  0.0165859
0.8302  0.0144406
0.8377  0.0137106
0.8202  0.0129567
0.8459  0.0136581
0.8269  0.0127805
0.8334  0.0140742
0.832  0.0169613
0.8444  0.0214499
0.8104  0.0265248
0.8027  0.0349185
0.7939  0.0124384
0.8222  0.0166833
0.8188  0.0121361
0.7828  0.0116208
0.792  0.011156
0.8055  0.0121611
0.8197  0.0147684
0.762  0.0162537
0.7732  0.021328
0.7614  0.0253343
0.7754  0.022832
0.7626  0.0162715
0.7529  0.0147929
0.7705  0.0161845
0.7474  0.0188043
0.7575  0.0222387
0.7632  0.0281311
0.7254  0.0296267
0.7419  0.0207535
0.7263  0.0217582
0.7281  0.0267991
0.7641  0.0331617
0.6626  0.0345191
0.7622  0.045819
0.6717  0.0237388
0.7194  0.0331799
0.6959  0.0374037
0.702  0.051372
0.7724  0.0645832
