0  11094.4  6170.51
1  654.735  1058.42
2  564.2  829.463
3  554.579  824.846
4  608.982  803.766
5  540.657  779.294
6  466.595  810.123
7  534.502  758.995
8  520.244  748.786
9  683.789  714.234
10  674.491  726.265
11  833.151  773.438
12  558.136  687.986
13  674.664  705.874
14  507.418  690.784
15  496.069  674.241
16  493.159  661.513
17  484.468  660.899
18  694.4  659.808
19  434.969  633.127
20  736.238  662.116
21  465.085  645.317
22  388.037  660.886
23  386.151  652.879
24  434.714  614.036
25  394.166  627.823
26  437.546  613.9
27  487.414  588.412
28  499.986  574.744
29  536.78  560.255
30  439.478  540.555
31  429.142  532.087
32  424.048  534.588
33  480.896  550.924
34  470.032  537.594
35  459.545  518.292
36  466.725  475.247
37  401.164  458.946
38  385.831  505.653
39  364.147  463.067
40  343.37  458.831
41  342.936  479.345
42  352.116  471.064
43  459.71  466.235
44  349.561  429.678
45  346.967  420.103
46  423.579  427.148
47  295.324  380.618
48  288.293  358.09
49  270.027  343.699
50  276.699  311.616
51  318.142  298.033
52  428.007  323.646
53  291.274  294.446
54  320.579  284.313
55  280.419  273.78
56  194.987  277.427
57  277.653  238.289
58  181.68  217.041
59  119.702  185.204
60  98.5946  144.325
61  92.4182  140.442
62  63.5908  93.9545
63  65.8796  66.4607
64  196.354  104.432
65  79.3315  62.1071
66  45.1356  51.8365
67  47.9435  41.2094
68  52.0812  48.8472
69  44.751  38.4028
70  40.9422  36.0352
71  25.1197  27.8115
72  23.7381  25.4723
73  21.0473  25.0355
74  22.081  23.0738
75  17.93  22.4415
76  13.2548  14.835
77  17.3651  18.8396
78  12.3686  12.6802
79  11.6275  12.6118
80  11.9864  12.6389
81  19.0094  17.657
82  15.8902  15.8132
83  17.9903  18.7782
84  24.6344  27.1596
85  26.3026  29.084
86  11.6849  14.3673
87  11.1638  12.7905
88  13.3369  14.1342
89  16.774  15.8712
90  36.6001  29.8383
91  16.5289  16.4778
92  8.83682  9.93143
93  10.2822  9.71923
94  21.7467  12.6715
95  12.25  10.0275
96  13.219  14.2475
97  17.4444  18.7868
98  9.49295  11.1366
99  25.8208  22.7342
100  34.147  30.4045
101  13.2057  18.8862
102  10.5817  13.9249
103  13.3378  17.7647
104  17.3289  17.3726
105  16.8085  18.2131
106  12.6537  14.1486
107  10.454  12.6037
108  16.6549  17.3704
109  40.1616  34.3684
110  27.0774  23.3338
111  20.3635  20.149
112  9.26999  10.107
113  11.596  11.8357
114  22.0891  16.8905
115  55.4312  36.7646
116  28.0309  21.7569
117  14.8978  14.7398
118  28.8881  22.6375
119  21.8378  19.4072
120  8.54945  10.0139
121  8.58874  9.32004
122  9.36951  10.6952
123  9.10384  10.2614
124  9.05931  9.92856
125  9.35859  10.203
126  14.2069  14.1232
127  9.4889  9.59329
128  11.4701  12.2652
129  8.49645  8.69625
130  6.782  7.38975
131  7.21697  8.05102
132  8.50969  10.9537
133  10.4233  13.4617
134  11.8618  13.986
135  15.568  17.4463
136  10.6807  12.8056
137  12.1666  15.3453
138  11.5849  15.4784
139  9.21416  11.4663
140  14.4285  14.4035
141  20.4805  17.5384
142  15.5972  13.099
143  13.3542  11.5369
144  11.916  10.6936
145  15.8089  13.1816
146  13.8143  11.9861
147  8.75091  8.90801
148  8.39317  9.38419
149  6.50176  7.30953
150  15.6027  14.2977
151  13.045  11.5053
152  17.113  12.9065
153  9.98446  9.04139
154  6.56666  7.12308
155  6.81089  7.07455
156  6.24557  6.71071
157  7.12988  7.51528
158  8.04717  8.88328
159  12.3718  11.7487
160  8.24528  8.30138
161  7.34789  7.6888
162  8.24171  8.15913
163  10.7973  9.5043
164  8.01127  8.49381
165  7.70537  8.56187
166  7.25019  8.23272
167  8.29115  8.7767
168  9.08798  9.16146
169  6.7385  7.73289
170  6.45166  7.28352
171  6.43804  7.22473
172  6.61331  7.43099
173  6.26126  7.02091
174  6.39852  7.08615
175  6.15669  6.38106
176  5.94133  6.50131
177  6.03699  6.72907
178  6.00958  6.67365
179  5.94892  6.56896
180  5.85623  6.54191
181  6.02898  6.64871
182  5.76911  6.37645
183  6.02038  6.67043
184  6.03973  6.84719
185  5.49559  6.10946
186  5.54434  6.27283
187  5.61522  6.41855
188  5.85967  6.80538
189  5.76541  6.56076
190  5.53278  6.31212
191  5.51682  6.33279
192  5.35555  6.01231
193  5.43374  6.04233
194  5.28944  5.75259
195  5.29925  6.04186
196  5.59879  6.42608
197  5.29139  5.99849
198  5.58739  5.70369
199  5.36942  5.98965
200  5.38831  5.95719
201  5.11063  5.74771
202  5.02413  5.66493
203  5.19085  5.96778
204  5.11803  5.85841
205  4.99208  5.55862
206  5.07548  5.74471
207  5.09918  5.63686
208  5.04303  5.59638
209  4.94441  5.65227
210  4.87973  5.70935
211  4.99928  5.82648
212  4.9893  5.704
213  4.93822  5.77029
214  5.04305  5.78077
215  4.87044  5.67083
216  4.93282  5.69152
217  4.88191  5.63253
218  4.85052  5.5089
219  4.9054  5.59996
220  4.99161  5.71634
221  4.87146  5.57578
222  4.87488  5.49319
223  4.89446  5.54476
224  4.88821  5.48611
225  4.90569  5.34159
226  5.07356  5.33744
227  4.85559  5.49015
228  4.8718  5.50436
229  4.79637  5.49742
230  4.75737  5.35722
231  4.76154  5.39618
232  4.81641  5.51454
233  4.73967  5.32215
234  4.75652  5.31953
235  4.68444  5.32521
236  4.69404  5.29242
237  4.68655  5.38288
238  4.67299  5.33946
239  4.66448  5.28101
240  4.66166  5.2194
241  4.66429  5.14454
242  4.64551  5.23682
243  4.62106  5.15609
244  4.62502  5.06088
245  4.6006  5.02534
246  4.58056  4.99931
247  4.5632  5.03159
248  4.60485  5.03405
249  4.58282  5.01236
