THPREDICTIONS F2R1_D  Deuteron
0    96.6336             755.819             
1    92.3583             761.037             
2    94.296              765.393             
3    104.236             773.684             
4    107.203             781.588             
5    101.247             781.555             
6    96.4523             784.545             
7    96.8492             789.15              
8    99.2071             794.072             
9    99.5653             798.626             
10   98.005              802.797             
11   97.2951             807.118             
12   97.3604             811.22              
13   97.5626             815.074             
14   97.8141             818.65              
15   97.949              821.917             
16   97.8376             824.826             
17   97.5809             827.332             
18   97.504              829.332             
19   97.6736             830.811             
20   97.4681             831.67              
21   96.8485             831.953             
22   96.2041             831.516             
23   95.6555             830.373             
24   95.1312             828.596             
25   94.5671             826.277             
26   93.9746             823.556             
27   93.3024             820.536             
28   92.6807             818.797             
29   91.9701             814.983             
30   91.2797             809.734             
31   90.6518             806.776             
32   89.5208             801.208             
33   88.8323             801.749             
34   90.7183             827.324             
35   94.3621             870.218             
36   95.535              887.16              
37   95.9975             894.963             
38   89.5258             833.674             
39   75.5088             698.082             
40   58.8982             537.208             
41   43.041              383.881             
42   28.6996             246.543             
43   18.8174             153.833             
44   13.4951             99.0072             
45   9.18526             72.4061             
46   3.78067             84.0223             
47   2.66448             82.1349             
48   9.35304             55.5776             
49   14.8167             88.2867             
50   9.94543             62.1147             
51   -2.67417            130.784             
52   -4.715              156.884             
53   4.2866              95.0791             
54   9.77415             86.2767             
55   10.4505             124.125             
56   11.0758             146.237             
57   11.6529             117.339             
58   14.3114             105.264             
59   22.3311             169.102             
60   34.0554             294.47              
61   31.0702             276.967             
62   13.383              114.054             
63   2.99635             18.1092             
64   1.0098              1.12584             
65   1.00245             0.71941             
66   1.04755             0.592212            
67   1.08549             0.668089            
68   1.07548             0.609499            
69   1.03662             0.444236            
70   0.999934            0.305244            
71   0.963368            0.187176            
72   0.945094            0.148978            
73   0.942364            0.128339            
74   0.942383            0.116893            
75   0.945103            0.105112            
76   0.947237            0.0956088           
77   0.945462            0.086511            
78   0.944687            0.0782988           
79   0.948792            0.0821487           
80   0.952042            0.0990674           
81   0.947521            0.0729101           
82   0.93958             0.0614767           
83   0.939801            0.0637854           
84   0.945816            0.0722747           
85   0.944981            0.0594324           
86   0.944072            0.0455951           
87   0.948474            0.0506242           
88   0.951564            0.052864            
89   0.952274            0.047758            
90   0.951835            0.0407571           
91   0.952288            0.0393188           
92   0.953153            0.0454548           
93   0.955623            0.04275             
94   0.961488            0.067854            
95   0.957544            0.04901             
96   0.951401            0.086346            
97   0.96592             0.0601506           
98   0.978545            0.0818487           
99   0.976085            0.0458995           
100  0.976753            0.0473345           
101  0.982826            0.0448791           
102  0.978228            0.0884363           
103  0.980363            0.108352            
104  0.985096            0.0728748           
105  0.998474            0.0580273           
106  1.017               0.0649099           
107  1.02569             0.0675661           
108  1.02941             0.0591587           
109  1.0322              0.0525327           
110  1.03445             0.0473012           
111  1.03627             0.044552            
112  1.03743             0.0438494           
113  1.03925             0.0441884           
114  1.04039             0.0450293           
115  1.03968             0.0454302           
116  1.03859             0.045999            
117  1.03756             0.0479851           
118  1.03448             0.0495537           
119  1.0292              0.05227             
120  1.0208              0.0609489           
121  1.01318             0.0694744           
122  1.00935             0.0665497           
123  1.01014             0.0589888           
124  1.00432             0.0708717           
125  0.993978            0.0656802           
126  0.976295            0.0817541           
127  0.962467            0.136452            
128  0.954251            0.1175              
129  0.95845             0.0616423           
130  0.963991            0.13424             
131  0.960139            0.178721            
132  0.949981            0.173248            
133  0.930158            0.115787            
134  0.911269            0.0844173           
135  0.897318            0.0811663           
136  0.889425            0.086794            
137  0.884064            0.0921777           
138  0.87942             0.0962092           
139  0.875286            0.0985248           
140  0.871537            0.0997387           
141  0.868074            0.100405            
142  0.864832            0.10083             
143  0.862551            0.103177            
144  0.860453            0.108155            
145  0.858503            0.114244            
146  0.857599            0.121065            
147  0.854134            0.129749            
148  0.855982            0.136987            
149  0.861911            0.14153             
150  0.875735            0.14739             
151  0.901535            0.171817            
152  0.914582            0.177524            
153  0.9188              0.160909            
154  0.900359            0.143561            
155  0.868963            0.240038            
156  0.875146            0.285185            
157  0.911305            0.260691            
158  0.994423            0.160756            
159  1.10871             0.28005             
160  1.18989             0.418551            
161  1.24172             0.465459            
162  1.25874             0.391815            
163  1.24691             0.289645            
164  1.24521             0.309934            
165  1.25699             0.355248            
166  1.28378             0.376568            
167  1.32456             0.385331            
168  1.37302             0.425721            
169  1.42635             0.46869             
170  1.47995             0.505156            
171  1.51878             0.534557            
172  1.57625             0.589223            
173  1.65174             0.614531            
174  1.74311             0.61616             
175  1.87275             0.718774            
176  2.00394             1.02018             
177  2.124               1.26037             
178  2.2307              1.36731             
179  2.30956             1.22598             
180  2.36802             1.00769             
181  2.44284             1.03282             
182  2.52381             1.1894              
183  2.60796             1.37474             
184  2.77655             1.57373             
185  2.91524             1.74396             
186  3.02367             1.88912             
187  3.09649             2.15625             
188  3.04793             3.03322             
189  3.04689             4.70546             
190  2.29134             8.20447             
191  2.6944              6.45016             
192  2.83595             6.63642             
193  3.12818             6.61383             
194  3.19548             8.02981             
195  3.20224             10.2412             
196  2.57194             15.0459             
197  2.39973             27.0457             
198  0.0492884           17.4445             
199  -1.64998            23.5702             
