THPREDICTIONS F2R100_D  Deuteron
0    -0.824743           162.704             
1    -0.573506           161.533             
2    -0.339706           160.383             
3    -0.113708           159.254             
4    0.086145            158.145             
5    0.252574            157.057             
6    0.434655            155.995             
7    0.652946            154.953             
8    0.887877            153.929             
9    1.11425             152.921             
10   1.33094             151.927             
11   1.55725             150.948             
12   1.79247             149.976             
13   2.02743             149.007             
14   2.25945             148.036             
15   2.48886             147.061             
16   2.71511             146.074             
17   2.93693             145.064             
18   3.15338             144.022             
19   3.36276             142.934             
20   3.56287             141.793             
21   3.75039             140.573             
22   3.92617             139.261             
23   4.08736             137.825             
24   4.23013             136.238             
25   4.34992             134.462             
26   4.44002             132.435             
27   4.4978              130.124             
28   4.51164             127.419             
29   4.4783              124.29              
30   4.38865             120.653             
31   4.22079             116.3               
32   3.97156             111.204             
33   3.61541             105.148             
34   3.10046             97.6981             
35   2.47867             89.3439             
36   1.70148             79.8251             
37   0.800133            69.5871             
38   -0.078793           59.9706             
39   -0.910378           51.3465             
40   -1.58747            44.467              
41   -2.03984            39.4214             
42   -2.29217            35.629              
43   -2.37023            32.5688             
44   -2.28566            29.8879             
45   -2.12932            27.3298             
46   -1.90292            24.8164             
47   -1.65777            22.3452             
48   -1.41406            19.9495             
49   -1.15047            17.5596             
50   -0.851698           15.0994             
51   -0.531485           12.6232             
52   -0.159311           10.0434             
53   0.276057            7.46796             
54   0.622872            5.50643             
55   0.852298            4.14675             
56   1.0507              3.47968             
57   1.25633             3.94799             
58   1.41557             4.89487             
59   1.47938             5.36635             
60   1.46916             5.33715             
61   1.36224             4.19835             
62   1.14374             1.73547             
63   1.01547             0.295027            
64   0.992234            0.100425            
65   0.993658            0.0869151           
66   0.99459             0.0779446           
67   0.994974            0.0717269           
68   0.994706            0.0673436           
69   0.993949            0.0641568           
70   0.993133            0.0615745           
71   0.992312            0.0594182           
72   0.991005            0.0576193           
73   0.989272            0.0559515           
74   0.987365            0.0544995           
75   0.985349            0.0532516           
76   0.983243            0.052241            
77   0.980995            0.0514443           
78   0.978883            0.050801            
79   0.977092            0.0502524           
80   0.975511            0.0497424           
81   0.974073            0.0492348           
82   0.972862            0.0487525           
83   0.971935            0.0482937           
84   0.971296            0.0478837           
85   0.97086             0.0474764           
86   0.970394            0.0470094           
87   0.970043            0.0465277           
88   0.969923            0.0460567           
89   0.969957            0.04553             
90   0.970225            0.0449735           
91   0.970809            0.0444682           
92   0.971719            0.0440065           
93   0.973               0.0435655           
94   0.974676            0.0431375           
95   0.976833            0.0427225           
96   0.979156            0.0422878           
97   0.981648            0.0417903           
98   0.984069            0.0413254           
99   0.986062            0.0408951           
100  0.988655            0.0406515           
101  0.99082             0.0406628           
102  0.992252            0.0407307           
103  0.993459            0.0409243           
104  0.994653            0.0412274           
105  0.995614            0.0415781           
106  0.99642             0.0419281           
107  0.997222            0.0421769           
108  0.99817             0.0422794           
109  0.999278            0.0423585           
110  1.00053             0.0424459           
111  1.00183             0.0425338           
112  1.00316             0.0426351           
113  1.00446             0.0427778           
114  1.00567             0.0429863           
115  1.0068              0.043297            
116  1.00779             0.043674            
117  1.00868             0.0441234           
118  1.00947             0.0446702           
119  1.01021             0.0453698           
120  1.01101             0.0461812           
121  1.01176             0.0470953           
122  1.01237             0.0481079           
123  1.01274             0.0492735           
124  1.01304             0.0504448           
125  1.01336             0.0515824           
126  1.01375             0.0527631           
127  1.01395             0.0540631           
128  1.01384             0.0555485           
129  1.0138              0.0572798           
130  1.01365             0.0592121           
131  1.01303             0.0609953           
132  1.01199             0.0625847           
133  1.01055             0.0641449           
134  1.00922             0.0658981           
135  1.00797             0.0676818           
136  1.0069              0.0694122           
137  1.00575             0.0711591           
138  1.00441             0.0729653           
139  1.00294             0.0748319           
140  1.00133             0.0767575           
141  0.999586            0.0787404           
142  0.997796            0.0807582           
143  0.995993            0.0828085           
144  0.994284            0.084877            
145  0.992753            0.0869632           
146  0.991247            0.0890419           
147  0.989504            0.0911377           
148  0.988169            0.0932355           
149  0.987465            0.0953655           
150  0.987205            0.0975756           
151  0.987061            0.0999013           
152  0.988001            0.102262            
153  0.98993             0.104773            
154  0.993066            0.107624            
155  0.997086            0.111135            
156  1.00082             0.115161            
157  1.0042              0.119447            
158  1.00783             0.124209            
159  1.01138             0.12928             
160  1.01304             0.133013            
161  1.01296             0.135589            
162  1.01002             0.136992            
163  1.00461             0.139555            
164  1.0017              0.144652            
165  1.00098             0.150763            
166  1.00283             0.157299            
167  1.00669             0.16456             
168  1.01134             0.172223            
169  1.01682             0.179545            
170  1.02316             0.186339            
171  1.03099             0.190721            
172  1.03899             0.197409            
173  1.04699             0.206512            
174  1.05449             0.21807             
175  1.06207             0.231884            
176  1.06788             0.248589            
177  1.07094             0.268056            
178  1.07066             0.290355            
179  1.06604             0.320797            
180  1.05611             0.359476            
181  1.03997             0.394667            
182  1.01603             0.429501            
183  0.981848            0.472164            
184  0.934665            0.528155            
185  0.869703            0.626159            
186  0.78119             0.773677            
187  0.660836            0.981838            
188  0.498373            1.30237             
189  0.275249            1.74031             
190  -0.0339987          2.29297             
191  -0.475616           3.0555              
192  -1.20039            4.41252             
193  -2.44215            11.7153             
194  -2.16596            10.5285             
195  -4.48654            14.0923             
196  -13.7866            74.7852             
197  -99.4142            916.925             
198  -40.2492            153.134             
199  -137.628            1185.94             
