THPREDICTIONS F2R100_D  Deuteron
0    -24.1428            228.25              
1    -23.7391            224.535             
2    -23.3346            220.81              
3    -22.929             217.072             
4    -22.5223            213.323             
5    -22.1148            209.564             
6    -21.7058            205.791             
7    -21.2952            202.005             
8    -20.8833            198.205             
9    -20.4708            194.388             
10   -20.0576            190.557             
11   -19.6449            186.711             
12   -19.2323            182.847             
13   -18.8187            178.962             
14   -18.404             175.057             
15   -17.9879            171.132             
16   -17.5705            167.188             
17   -17.1507            163.221             
18   -16.7273            159.228             
19   -16.3006            155.21              
20   -15.8697            151.168             
21   -15.4343            147.098             
22   -14.994             143                 
23   -14.549             138.871             
24   -14.0991            134.712             
25   -13.6445            130.519             
26   -13.1849            126.292             
27   -12.7204            122.027             
28   -12.2506            117.724             
29   -11.7758            113.379             
30   -11.2955            108.99              
31   -10.809             104.554             
32   -10.3166            100.075             
33   -9.81802            95.5527             
34   -9.31248            90.9825             
35   -8.79862            86.3635             
36   -8.27996            81.696              
37   -7.75553            76.9832             
38   -7.2225             72.2215             
39   -6.68295            67.4129             
40   -6.12855            62.5611             
41   -5.55345            57.6632             
42   -4.96316            52.7267             
43   -4.36765            47.765              
44   -3.76482            42.7853             
45   -3.17597            37.8102             
46   -2.60461            32.8642             
47   -2.03639            27.917              
48   -1.47131            23.005              
49   -0.90875            18.1695             
50   -0.34746            13.477              
51   0.205161            9.15241             
52   0.72205             6.00392             
53   1.20295             5.40537             
54   1.64254             7.48369             
55   1.99157             10.2152             
56   2.35727             13.445              
57   2.77942             17.4117             
58   3.10875             20.4774             
59   3.22715             21.1982             
60   3.18863             20.1532             
61   2.6918              15.4354             
62   1.66587             6.39032             
63   1.0628              1.08682             
64   0.952841            0.255803            
65   0.961416            0.188303            
66   0.971386            0.107785            
67   0.979281            0.0525135           
68   0.982419            0.0417179           
69   0.982326            0.0394561           
70   0.981964            0.0375359           
71   0.981384            0.0358075           
72   0.980626            0.0342994           
73   0.979716            0.0328859           
74   0.978813            0.0315528           
75   0.977967            0.0302901           
76   0.977066            0.0291477           
77   0.976032            0.0281113           
78   0.975117            0.0272505           
79   0.974476            0.0266479           
80   0.974077            0.0261327           
81   0.973932            0.025414            
82   0.97405             0.0245846           
83   0.974399            0.0237695           
84   0.974957            0.0230126           
85   0.975613            0.0223829           
86   0.976129            0.0217797           
87   0.976539            0.0210749           
88   0.976975            0.0203594           
89   0.977547            0.0196909           
90   0.978295            0.0192063           
91   0.979192            0.0187995           
92   0.980233            0.0183683           
93   0.981452            0.0179644           
94   0.982853            0.0177043           
95   0.984439            0.0174453           
96   0.985961            0.0170158           
97   0.987477            0.0163859           
98   0.988797            0.0158405           
99   0.989648            0.0153722           
100  0.990508            0.0149721           
101  0.99075             0.0147577           
102  0.990389            0.0146498           
103  0.990003            0.0147052           
104  0.989816            0.0148917           
105  0.989609            0.0151102           
106  0.989482            0.0153476           
107  0.989461            0.0156519           
108  0.98965             0.0161347           
109  0.990318            0.0165098           
110  0.991368            0.0166559           
111  0.992705            0.0166569           
112  0.994249            0.0165916           
113  0.99583             0.0165472           
114  0.997233            0.016533            
115  0.99853             0.0165456           
116  0.99949             0.0165192           
117  1.00014             0.0164977           
118  1.00054             0.0165712           
119  1.00082             0.0167202           
120  1.00104             0.0169211           
121  1.00117             0.0170652           
122  1.00117             0.0170373           
123  1.00101             0.0169019           
124  1.00067             0.0168319           
125  1.00018             0.0168727           
126  0.999645            0.017046            
127  0.998857            0.0172899           
128  0.997743            0.0175641           
129  0.996534            0.0180304           
130  0.995327            0.0186481           
131  0.994116            0.0193132           
132  0.992888            0.0200295           
133  0.991688            0.0208317           
134  0.990504            0.0214748           
135  0.989319            0.0218523           
136  0.988216            0.0221429           
137  0.986972            0.0222911           
138  0.985497            0.022499            
139  0.983832            0.0229275           
140  0.981991            0.0238511           
141  0.979966            0.0254259           
142  0.977851            0.0273753           
143  0.975629            0.0296093           
144  0.973475            0.0318052           
145  0.971485            0.0337873           
146  0.969488            0.0355175           
147  0.967216            0.0377839           
148  0.965242            0.039204            
149  0.963754            0.0398382           
150  0.962679            0.0400226           
151  0.961824            0.0401429           
152  0.961329            0.0403029           
153  0.96118             0.0411756           
154  0.961514            0.0432356           
155  0.962154            0.0475103           
156  0.962528            0.0531667           
157  0.962649            0.0589434           
158  0.962592            0.0649784           
159  0.962374            0.0709409           
160  0.961804            0.0747378           
161  0.960935            0.0767428           
162  0.959644            0.0772761           
163  0.958191            0.0784395           
164  0.957996            0.0805472           
165  0.958858            0.0828996           
166  0.961049            0.0862108           
167  0.963841            0.0930375           
168  0.96782             0.107226            
169  0.973412            0.129802            
170  0.98113             0.161703            
171  0.992029            0.204408            
172  1.00582             0.258553            
173  1.02321             0.325115            
174  1.04485             0.406081            
175  1.07173             0.504069            
176  1.1052              0.622673            
177  1.14695             0.766515            
178  1.19902             0.941531            
179  1.26375             1.15526             
180  1.34406             1.41721             
181  1.44366             1.73987             
182  1.56758             2.1392              
183  1.72156             2.63531             
184  1.91465             3.25446             
185  2.15697             4.03331             
186  2.46209             5.01992             
187  2.84754             6.28064             
188  3.33853             7.90745             
189  3.95909             10.0308             
190  4.75208             12.8514             
191  5.77872             16.6831             
192  7.12963             22.0632             
193  8.23689             31.2214             
194  12.1514             41.3603             
195  14.949              60.6563             
196  15.9681             106.675             
197  -2430.63            24640.2             
198  113.625             380.252             
199  618.004             5284.67             
