THPREDICTIONS F2R1000_D  Deuteron
0    -20.9026            198.099             
1    -20.5577            194.932             
2    -20.2119            191.756             
3    -19.8652            188.571             
4    -19.5174            185.374             
5    -19.1686            182.167             
6    -18.8187            178.948             
7    -18.4675            175.718             
8    -18.1154            172.475             
9    -17.7625            169.218             
10   -17.4087            165.947             
11   -17.0544            162.664             
12   -16.6995            159.366             
13   -16.3431            156.05              
14   -15.9854            152.717             
15   -15.626             149.367             
16   -15.265             146.001             
17   -14.9016            142.615             
18   -14.5351            139.205             
19   -14.166             135.776             
20   -13.7937            132.325             
21   -13.418             128.853             
22   -13.0388            125.356             
23   -12.656             121.833             
24   -12.2696            118.284             
25   -11.8796            114.709             
26   -11.4858            111.106             
27   -11.0881            107.471             
28   -10.6864            103.804             
29   -10.2804            100.103             
30   -9.86998            96.3671             
31   -9.45485            92.5949             
32   -9.03481            88.7872             
33   -8.60985            84.9433             
34   -8.17997            81.0617             
35   -7.74456            77.1437             
36   -7.30429            73.1873             
37   -6.85937            69.1949             
38   -6.40653            65.1651             
39   -5.94659            61.1004             
40   -5.47751            57.0039             
41   -4.99743            52.8724             
42   -4.5094             48.7111             
43   -4.02048            44.5314             
44   -3.53073            40.3443             
45   -3.04557            36.1436             
46   -2.56763            31.9478             
47   -2.09165            27.7558             
48   -1.61795            23.5824             
49   -1.15005            19.4702             
50   -0.691154           15.4643             
51   -0.244817           11.608              
52   0.178389            8.01367             
53   0.56686             4.98378             
54   0.943215            3.15231             
55   1.28763             4.29241             
56   1.60294             6.71836             
57   1.90611             9.34238             
58   2.10654             11.08               
59   2.11724             11.0034             
60   1.98232             9.51225             
61   1.70499             6.90712             
62   1.24952             2.8679              
63   0.983812            0.520016            
64   0.93803             0.161038            
65   0.944475            0.113707            
66   0.950178            0.0763026           
67   0.954173            0.0595757           
68   0.955671            0.0567666           
69   0.955431            0.055199            
70   0.955001            0.0538085           
71   0.954428            0.0525118           
72   0.953803            0.0513255           
73   0.953111            0.0502227           
74   0.952454            0.0491783           
75   0.951889            0.0481802           
76   0.951358            0.0472561           
77   0.950841            0.0464028           
78   0.950464            0.0456242           
79   0.950283            0.0449264           
80   0.950339            0.0442274           
81   0.950644            0.0434426           
82   0.951189            0.0426009           
83   0.951937            0.0417422           
84   0.952812            0.0408621           
85   0.953755            0.0399958           
86   0.954664            0.0391225           
87   0.955565            0.0382027           
88   0.956525            0.0372801           
89   0.957661            0.036393            
90   0.959019            0.0355595           
91   0.960502            0.0347543           
92   0.962083            0.0339656           
93   0.963815            0.0332234           
94   0.965648            0.0325307           
95   0.96755             0.0318204           
96   0.969382            0.0310491           
97   0.971131            0.0302493           
98   0.972654            0.0295088           
99   0.973666            0.0288913           
100  0.974635            0.028318            
101  0.975129            0.0279344           
102  0.975246            0.0277154           
103  0.975352            0.0276072           
104  0.975658            0.0275356           
105  0.97603             0.0274373           
106  0.976526            0.0273441           
107  0.977264            0.0272813           
108  0.978177            0.0272751           
109  0.979378            0.0272325           
110  0.980839            0.0271518           
111  0.982376            0.0270833           
112  0.983921            0.0270571           
113  0.985368            0.0271106           
114  0.986566            0.0272566           
115  0.987587            0.0274799           
116  0.988313            0.0277679           
117  0.988769            0.0281359           
118  0.989004            0.0285894           
119  0.989068            0.0290879           
120  0.989033            0.0296553           
121  0.988856            0.0302447           
122  0.988514            0.030831            
123  0.987987            0.0314343           
124  0.987241            0.032162            
125  0.986315            0.0330549           
126  0.985275            0.034101            
127  0.984029            0.0353432           
128  0.982539            0.0367929           
129  0.980951            0.0384879           
130  0.979319            0.0403887           
131  0.977638            0.0424177           
132  0.975903            0.044581            
133  0.974145            0.0468986           
134  0.972301            0.0491651           
135  0.970357            0.0514294           
136  0.968352            0.0537604           
137  0.966184            0.0562426           
138  0.963816            0.0589461           
139  0.96128             0.0618359           
140  0.958606            0.064963            
141  0.955818            0.0685865           
142  0.952985            0.0726248           
143  0.950072            0.077077            
144  0.947225            0.0817944           
145  0.944504            0.0866997           
146  0.941928            0.0917981           
147  0.939373            0.0975826           
148  0.937135            0.10318             
149  0.93521             0.108735            
150  0.933594            0.114434            
151  0.93225             0.120439            
152  0.93118             0.127135            
153  0.930401            0.134714            
154  0.930057            0.143112            
155  0.930079            0.152643            
156  0.93016             0.163673            
157  0.930395            0.175981            
158  0.930807            0.189685            
159  0.931583            0.204822            
160  0.933069            0.221123            
161  0.935472            0.239101            
162  0.938748            0.259371            
163  0.943229            0.282876            
164  0.950226            0.310903            
165  0.959847            0.344959            
166  0.972666            0.387171            
167  0.988992            0.439891            
168  1.00977             0.505115            
169  1.03609             0.585171            
170  1.06923             0.682856            
171  1.11108             0.801799            
172  1.16255             0.946136            
173  1.22572             1.12089             
174  1.30304             1.33265             
175  1.39761             1.58935             
176  1.51323             1.90082             
177  1.65459             2.2795              
178  1.82749             2.74064             
179  2.03911             3.30339             
180  2.29837             3.99183             
181  2.61674             4.83705             
182  3.00941             5.87947             
183  3.49478             7.17085             
184  4.09856             8.78079             
185  4.85453             10.8043             
186  5.80644             13.3704             
187  7.01063             16.6582             
188  8.54603             20.9194             
189  10.5153             26.5287             
190  13.0612             34.052              
191  16.3172             44.4209             
192  20.5136             59.8441             
193  27.6458             79.8396             
194  36.0315             112.529             
195  46.7274             170.738             
196  44.9958             412.558             
197  150.137             465.178             
198  306.293             864.3               
199  125.48              2098.19             
