THPREDICTIONS F2R1_D  Deuteron
0    2.29273             7.38764             
1    2.2792              7.41617             
2    2.27743             7.43853             
3    2.28243             7.45452             
4    2.28919             7.47367             
5    2.29521             7.4954              
6    2.30376             7.51786             
7    2.31675             7.54072             
8    2.3296              7.56409             
9    2.3362              7.58798             
10   2.33796             7.61275             
11   2.33926             7.63651             
12   2.33855             7.65805             
13   2.34295             7.68269             
14   2.35362             7.70929             
15   2.36543             7.73537             
16   2.37564             7.75958             
17   2.38447             7.77941             
18   2.39155             7.7888              
19   2.39698             7.78854             
20   2.40176             7.78311             
21   2.40535             7.77222             
22   2.40731             7.75722             
23   2.40865             7.73847             
24   2.41027             7.71623             
25   2.41144             7.69096             
26   2.41073             7.6624              
27   2.40834             7.63126             
28   2.40535             7.60247             
29   2.39859             7.56843             
30   2.38419             7.52679             
31   2.37197             7.49489             
32   2.36763             7.47868             
33   2.36527             7.46661             
34   2.35664             7.43805             
35   2.35514             7.42102             
36   2.3271              7.34772             
37   2.26458             7.24028             
38   2.24018             7.21236             
39   2.28197             7.33538             
40   2.32986             7.45664             
41   2.33024             7.37706             
42   2.31194             7.27003             
43   2.41547             8.03272             
44   2.69709             10.311              
45   2.81722             11.1145             
46   2.55377             9.06399             
47   2.63173             9.57922             
48   3.45275             15.8466             
49   4.03173             21.9684             
50   3.43281             18.2208             
51   1.97756             7.68218             
52   1.25216             4.35179             
53   1.23733             4.59838             
54   1.21485             3.80207             
55   1.05368             3.2294              
56   1.03204             4.30622             
57   1.27793             2.38469             
58   1.5109              4.24403             
59   1.45491             4.47221             
60   1.19028             2.37391             
61   1.0475              1.12966             
62   1.01518             0.488075            
63   1.0026              0.227274            
64   1.00068             0.206231            
65   1.00041             0.199798            
66   0.999225            0.188181            
67   0.997772            0.173902            
68   0.99648             0.158766            
69   0.994719            0.143501            
70   0.991494            0.125345            
71   0.987787            0.105889            
72   0.983331            0.089593            
73   0.97645             0.0797034           
74   0.973295            0.0728025           
75   0.975424            0.0632746           
76   0.976737            0.0615818           
77   0.974679            0.0592362           
78   0.970866            0.0546177           
79   0.965838            0.0492057           
80   0.962466            0.0487091           
81   0.962853            0.0523783           
82   0.962758            0.0576059           
83   0.959504            0.0517001           
84   0.956579            0.0463273           
85   0.956143            0.0474608           
86   0.962242            0.0493079           
87   0.97135             0.053924            
88   0.977095            0.0526069           
89   0.980705            0.0479092           
90   0.983005            0.0443597           
91   0.986432            0.0438873           
92   0.990283            0.0425286           
93   0.990889            0.0415232           
94   0.992531            0.0429566           
95   0.995656            0.0455894           
96   0.993961            0.0425861           
97   0.992807            0.0434997           
98   0.992986            0.0465011           
99   0.993297            0.0509486           
100  0.993012            0.0549965           
101  0.992223            0.0600175           
102  0.993231            0.0645544           
103  0.995115            0.0678512           
104  0.987538            0.0753605           
105  0.992868            0.0701176           
106  1.00934             0.068836            
107  1.01432             0.0711437           
108  1.01293             0.0632873           
109  1.01235             0.0591618           
110  1.01336             0.0582919           
111  1.01476             0.0597911           
112  1.01621             0.0621275           
113  1.01911             0.0649587           
114  1.02215             0.0683831           
115  1.02266             0.073639            
116  1.0266              0.0760796           
117  1.03426             0.0797674           
118  1.04212             0.0941304           
119  1.04565             0.100331            
120  1.04482             0.0920084           
121  1.0436              0.0882996           
122  1.04515             0.0914772           
123  1.04634             0.0963053           
124  1.04451             0.0998552           
125  1.04454             0.100524            
126  1.04881             0.0986258           
127  1.05307             0.107669            
128  1.05214             0.104192            
129  1.04957             0.103123            
130  1.0453              0.101442            
131  1.04164             0.1005              
132  1.04008             0.101458            
133  1.0369              0.100906            
134  1.03098             0.0948293           
135  1.0273              0.0953196           
136  1.02722             0.0979001           
137  1.02837             0.101094            
138  1.02901             0.103161            
139  1.02881             0.102565            
140  1.02762             0.100898            
141  1.02549             0.098177            
142  1.02226             0.0947438           
143  1.01886             0.103501            
144  1.01408             0.116818            
145  1.00769             0.12143             
146  1.00067             0.12121             
147  0.991082            0.125488            
148  0.983568            0.143505            
149  0.977388            0.155275            
150  0.974502            0.160741            
151  0.976835            0.196009            
152  0.971879            0.208537            
153  0.962112            0.1905              
154  0.943079            0.185182            
155  0.918981            0.308661            
156  0.90833             0.374285            
157  0.908338            0.363796            
158  0.923372            0.255136            
159  0.948474            0.183465            
160  0.964306            0.242124            
161  0.972637            0.293861            
162  0.973306            0.298744            
163  0.967103            0.278086            
164  0.960684            0.283089            
165  0.95712             0.301165            
166  0.956976            0.327688            
167  0.957833            0.363744            
168  0.958033            0.403618            
169  0.954799            0.451508            
170  0.943083            0.508393            
171  0.922162            0.584112            
172  0.900908            0.686674            
173  0.878428            0.808502            
174  0.853736            0.943811            
175  0.823693            1.09141             
176  0.790084            1.23823             
177  0.754648            1.39329             
178  0.71663             1.55936             
179  0.676601            1.73976             
180  0.635302            1.9367              
181  0.595288            2.14799             
182  0.555434            2.36881             
183  0.516943            2.60034             
184  0.484757            2.84756             
185  0.462842            3.12364             
186  0.453037            3.44266             
187  0.457851            3.82954             
188  0.497873            4.35525             
189  0.640551            5.31118             
190  -0.287958           8.69481             
191  0.221581            6.16301             
192  0.249233            6.87502             
193  0.217993            7.88379             
194  0.189558            9.29251             
195  0.237072            11.6007             
196  -0.873941           16.2342             
197  2.1523              30.0945             
198  -1.49105            23.9433             
199  -1.85838            35.6485             
