THPREDICTIONS F2R10_D  Deuteron
0    1.24283             5.86721             
1    1.24982             5.77677             
2    1.25688             5.68652             
3    1.26398             5.5964              
4    1.27116             5.50654             
5    1.27844             5.41693             
6    1.28572             5.32746             
7    1.293               5.23811             
8    1.30029             5.14881             
9    1.30756             5.0595              
10   1.31477             4.97021             
11   1.32231             4.88107             
12   1.33012             4.79205             
13   1.33796             4.70296             
14   1.34581             4.61381             
15   1.35348             4.52451             
16   1.36086             4.43509             
17   1.36804             4.3456              
18   1.3751              4.25594             
19   1.38205             4.16617             
20   1.38892             4.07628             
21   1.3957              3.98623             
22   1.40233             3.89594             
23   1.40882             3.80559             
24   1.41523             3.71531             
25   1.42154             3.62519             
26   1.42769             3.5354              
27   1.43362             3.44606             
28   1.43934             3.35758             
29   1.44503             3.27055             
30   1.45062             3.18548             
31   1.45599             3.10227             
32   1.46136             3.02182             
33   1.46659             2.94479             
34   1.47126             2.87131             
35   1.47519             2.80159             
36   1.47995             2.73997             
37   1.48471             2.68593             
38   1.49065             2.63997             
39   1.49751             2.60075             
40   1.50356             2.5695              
41   1.5072              2.54225             
42   1.50765             2.51331             
43   1.50389             2.48024             
44   1.49473             2.43937             
45   1.482               2.35935             
46   1.46505             2.25046             
47   1.44069             2.1186              
48   1.41529             2.01941             
49   1.37525             1.88597             
50   1.30505             1.58169             
51   1.21358             1.24797             
52   1.16371             1.10317             
53   1.15258             0.976731            
54   1.14614             0.884551            
55   1.14075             0.818292            
56   1.13228             0.775585            
57   1.12195             0.788782            
58   1.10538             0.780063            
59   1.07696             0.603745            
60   1.04059             0.294331            
61   1.01962             0.115887            
62   1.01299             0.0564092           
63   1.00946             0.0405235           
64   1.00792             0.0368982           
65   1.00693             0.0331199           
66   1.00603             0.0298165           
67   1.00514             0.0269691           
68   1.00424             0.0245527           
69   1.00334             0.0225546           
70   1.0024              0.0209315           
71   1.0014              0.0196828           
72   1.00048             0.018508            
73   0.999594            0.0174139           
74   0.998762            0.0165083           
75   0.998022            0.0157346           
76   0.997091            0.0152753           
77   0.995875            0.0150823           
78   0.994666            0.0150908           
79   0.993627            0.0151764           
80   0.99277             0.0151111           
81   0.992106            0.0147935           
82   0.991637            0.0144873           
83   0.991258            0.0141858           
84   0.991227            0.0140492           
85   0.991673            0.0142171           
86   0.992029            0.0143732           
87   0.992077            0.0142522           
88   0.991852            0.0138005           
89   0.99163             0.0136926           
90   0.991519            0.0138503           
91   0.991599            0.014018            
92   0.991917            0.014306            
93   0.992839            0.0147412           
94   0.993761            0.014976            
95   0.994517            0.0148586           
96   0.995595            0.0147084           
97   0.996863            0.0144743           
98   0.998127            0.0140939           
99   0.999147            0.0136859           
100  1.0001              0.0132823           
101  1.0009              0.0130363           
102  1.00113             0.0130562           
103  1.00069             0.0129177           
104  1.00078             0.0127478           
105  1.00058             0.0129052           
106  1.00009             0.013515            
107  0.999188            0.0132808           
108  0.998346            0.012859            
109  0.99807             0.0132185           
110  0.998376            0.0135342           
111  0.999118            0.0137364           
112  1.00015             0.0138496           
113  1.00148             0.0139065           
114  1.00303             0.0139552           
115  1.00467             0.0142274           
116  1.00614             0.0145443           
117  1.00748             0.0148871           
118  1.00856             0.0151232           
119  1.00905             0.0148721           
120  1.00911             0.0147128           
121  1.00907             0.0152617           
122  1.00918             0.0157098           
123  1.00946             0.0157072           
124  1.00969             0.0156225           
125  1.00986             0.0157817           
126  1.01011             0.0164543           
127  1.00993             0.0168854           
128  1.00913             0.0165682           
129  1.00821             0.0167606           
130  1.00734             0.0175394           
131  1.00652             0.0185553           
132  1.00574             0.0195723           
133  1.00504             0.0206711           
134  1.00431             0.0219207           
135  1.00373             0.0229186           
136  1.00353             0.0236719           
137  1.00331             0.0237905           
138  1.0028              0.023369            
139  1.00204             0.0227201           
140  1.00101             0.0223719           
141  0.999774            0.022753            
142  0.998454            0.0240325           
143  0.997029            0.0265468           
144  0.995769            0.0293944           
145  0.99482             0.0318865           
146  0.993792            0.0337935           
147  0.992629            0.0359802           
148  0.991506            0.0369749           
149  0.990854            0.0366258           
150  0.990576            0.0351757           
151  0.990417            0.0338075           
152  0.991004            0.0341794           
153  0.992371            0.0358316           
154  0.994201            0.038948            
155  0.996466            0.0435137           
156  0.999886            0.0491218           
157  1.00421             0.0574306           
158  1.01023             0.0749501           
159  1.01736             0.103136            
160  1.02244             0.121603            
161  1.02546             0.128521            
162  1.02644             0.119974            
163  1.02573             0.101162            
164  1.02529             0.0879939           
165  1.02517             0.0790394           
166  1.02585             0.0750016           
167  1.02552             0.077845            
168  1.0238              0.0898003           
169  1.02069             0.108769            
170  1.01623             0.132686            
171  1.0097              0.164736            
172  1.00328             0.198434            
173  0.997363            0.233654            
174  0.991578            0.272403            
175  0.985156            0.318534            
176  0.979308            0.377482            
177  0.975362            0.456771            
178  0.973962            0.564026            
179  0.975492            0.708357            
180  0.980749            0.896878            
181  0.990899            1.13044             
182  1.00671             1.41546             
183  1.02911             1.76065             
184  1.06047             2.1837              
185  1.09935             2.68997             
186  1.14636             3.29732             
187  1.20389             4.02769             
188  1.27446             4.9082              
189  1.35935             5.97516             
190  1.45851             7.28121             
191  1.57358             8.91297             
192  1.74167             11.0003             
193  2.02117             13.8589             
194  0.975002            22.2386             
195  2.8379              26.3555             
196  1.48128             31.9018             
197  -5.76331            80.067              
198  17.7311             85.1436             
199  22.6371             149.071             
