THPREDICTIONS F2R1000_D  Deuteron
0    1.04741             4.23615             
1    1.05091             4.15908             
2    1.05442             4.08192             
3    1.05795             4.00468             
4    1.06151             3.92732             
5    1.06508             3.84984             
6    1.06868             3.77222             
7    1.0723              3.69445             
8    1.07595             3.61651             
9    1.07962             3.53837             
10   1.08331             3.46002             
11   1.08703             3.38148             
12   1.09077             3.30272             
13   1.09448             3.22363             
14   1.09816             3.14425             
15   1.10183             3.06457             
16   1.10549             2.9846              
17   1.10911             2.90425             
18   1.11269             2.82347             
19   1.11626             2.74235             
20   1.11982             2.66085             
21   1.12335             2.57898             
22   1.12686             2.49668             
23   1.13032             2.41399             
24   1.13375             2.33091             
25   1.13715             2.24747             
26   1.14051             2.1637              
27   1.1438              2.0796              
28   1.147               1.99527             
29   1.1501              1.91073             
30   1.15308             1.82614             
31   1.15593             1.7416              
32   1.15865             1.65732             
33   1.16125             1.57355             
34   1.16376             1.49054             
35   1.16604             1.40862             
36   1.16826             1.32816             
37   1.1703              1.24941             
38   1.17191             1.17305             
39   1.17297             1.09932             
40   1.1732              1.02816             
41   1.17222             0.959782            
42   1.16989             0.89391             
43   1.1664              0.827949            
44   1.16177             0.765617            
45   1.15522             0.705747            
46   1.14733             0.650914            
47   1.13667             0.60236             
48   1.12311             0.555413            
49   1.10824             0.509316            
50   1.09333             0.464243            
51   1.07856             0.423304            
52   1.06804             0.389189            
53   1.0618              0.355317            
54   1.05529             0.322339            
55   1.0484              0.291898            
56   1.04072             0.257159            
57   1.0322              0.217231            
58   1.02374             0.17604             
59   1.0162              0.137291            
60   1.00957             0.108667            
61   1.00539             0.0991807           
62   1.00356             0.0947936           
63   1.00221             0.090942            
64   1.00118             0.0870442           
65   1.00022             0.0834132           
66   0.999247            0.0801477           
67   0.998266            0.077208            
68   0.997245            0.0745459           
69   0.996181            0.0720991           
70   0.99512             0.0698114           
71   0.994083            0.0676436           
72   0.993095            0.0655334           
73   0.99214             0.0634585           
74   0.991195            0.0614177           
75   0.990301            0.0594111           
76   0.989413            0.0574503           
77   0.988505            0.055541            
78   0.987708            0.0536523           
79   0.987094            0.0517688           
80   0.986642            0.0499105           
81   0.986306            0.0480872           
82   0.986118            0.04634             
83   0.986084            0.0446873           
84   0.98615             0.0431211           
85   0.986323            0.0416428           
86   0.986488            0.040243            
87   0.986634            0.0389257           
88   0.986823            0.0376921           
89   0.987186            0.036539            
90   0.987755            0.0354492           
91   0.988414            0.0344087           
92   0.989123            0.033421            
93   0.989902            0.0324892           
94   0.990705            0.03162             
95   0.991483            0.030827            
96   0.992133            0.0301047           
97   0.99266             0.0294557           
98   0.993004            0.0289239           
99   0.992925            0.0285502           
100  0.992694            0.0283307           
101  0.992121            0.0282756           
102  0.991314            0.0282487           
103  0.990542            0.0281936           
104  0.989986            0.0280932           
105  0.989476            0.0279291           
106  0.989077            0.0277214           
107  0.988954            0.0274582           
108  0.989051            0.0272035           
109  0.989464            0.0268528           
110  0.990175            0.0264334           
111  0.990995            0.0260338           
112  0.991852            0.025709            
113  0.99266             0.0255145           
114  0.993307            0.0254814           
115  0.993858            0.025628            
116  0.994152            0.0258693           
117  0.994208            0.0262036           
118  0.994075            0.0266464           
119  0.993775            0.0272196           
120  0.993375            0.0279098           
121  0.99286             0.0286865           
122  0.99223             0.0295175           
123  0.991463            0.0304034           
124  0.990511            0.0313777           
125  0.989407            0.0324379           
126  0.98821             0.0335785           
127  0.986836            0.0347845           
128  0.98525             0.036049            
129  0.983604            0.037418            
130  0.98194             0.0388801           
131  0.980233            0.0403925           
132  0.978485            0.0419597           
133  0.976733            0.0435757           
134  0.974909            0.0452051           
135  0.973007            0.0468788           
136  0.971037            0.0486759           
137  0.96897             0.0505798           
138  0.966785            0.0526318           
139  0.964502            0.0548598           
140  0.962148            0.0573029           
141  0.959755            0.0600077           
142  0.95738             0.0629334           
143  0.95501             0.0659694           
144  0.95273             0.0692392           
145  0.950574            0.0727607           
146  0.94856             0.0765153           
147  0.946608            0.0806288           
148  0.944922            0.0848677           
149  0.943508            0.0892567           
150  0.942338            0.0939839           
151  0.941348            0.0992564           
152  0.940745            0.104439            
153  0.940527            0.109756            
154  0.940816            0.115198            
155  0.941519            0.121181            
156  0.94232             0.128531            
157  0.943275            0.137304            
158  0.944535            0.147536            
159  0.946166            0.159696            
160  0.948075            0.174626            
161  0.950469            0.192978            
162  0.953363            0.216132            
163  0.957149            0.245241            
164  0.96315             0.279944            
165  0.97145             0.321513            
166  0.982691            0.372128            
167  0.996982            0.433939            
168  1.01546             0.511869            
169  1.03933             0.609961            
170  1.07003             0.732927            
171  1.10872             0.885404            
172  1.15817             1.07485             
173  1.22075             1.30859             
174  1.29917             1.59527             
175  1.39664             1.9461              
176  1.51747             2.37244             
177  1.66682             2.88884             
178  1.85082             3.51371             
179  2.0773              4.27144             
180  2.35572             5.19081             
181  2.69782             6.30694             
182  3.11942             7.66934             
183  3.63981             9.34103             
184  4.28829             11.4076             
185  5.0989              13.9822             
186  6.12102             17.2204             
187  7.42647             21.3414             
188  9.11846             26.6637             
189  11.3453             33.6874             
190  14.3979             43.2372             
191  19.4038             58.2453             
192  21.6512             84.65               
193  27.4886             103.503             
194  36.1401             147.875             
195  37.3755             275.326             
196  80.7159             394.771             
197  142.517             598.734             
198  411.326             1656.82             
199  364.864             3131.91             
