1e-05  0  0  540.44  0  0  0  0  0  0  0  308428  0  0  0
1.09199e-05  0  0  540.993  0  0  0  0  0  0  0  308432  0  0  0
1.19243e-05  0  0  541.558  0  0  0  0  0  0  0  308437  0  0  0
1.30212e-05  0  0  542.141  0  0  0  0  0  0  0  308442  0  0  0
1.4219e-05  0  0  542.738  0  0  0  0  0  0  0  308447  0  0  0
1.55269e-05  0  0  543.35  0  0  0  0  0  0  0  308452  0  0  0
1.69551e-05  0  0  543.979  0  0  0  0  0  0  0  308457  0  0  0
1.85147e-05  0  0  544.625  0  0  0  0  0  0  0  308463  0  0  0
2.02177e-05  0  0  545.286  0  0  0  0  0  0  0  308468  0  0  0
2.20773e-05  0  0  545.965  0  0  0  0  0  0  0  308474  0  0  0
2.4108e-05  0  0  514.376  0  0  0  0  0  0  0  292996  0  0  0
2.63254e-05  0  0  16.7298  0  0  0  0  0  0  0  3.10722  0  0  0
2.87468e-05  0  0  16.6026  0  0  0  0  0  0  0  3.12276  0  0  0
3.13908e-05  0  0  16.4716  0  0  0  0  0  0  0  3.14275  0  0  0
3.42779e-05  0  0  16.3386  0  0  0  0  0  0  0  3.16323  0  0  0
3.74305e-05  0  0  16.2022  0  0  0  0  0  0  0  3.18433  0  0  0
4.0873e-05  0  0  16.0634  0  0  0  0  0  0  0  3.20604  0  0  0
4.4632e-05  0  0  15.9219  0  0  0  0  0  0  0  3.22826  0  0  0
4.87366e-05  0  0  15.7775  0  0  0  0  0  0  0  3.25122  0  0  0
5.32186e-05  0  0  15.63  0  0  0  0  0  0  0  3.27482  0  0  0
5.81127e-05  0  0  15.4798  0  0  0  0  0  0  0  3.29905  0  0  0
6.34566e-05  0  0  15.3265  0  0  0  0  0  0  0  3.32393  0  0  0
6.92917e-05  0  0  15.1701  0  0  0  0  0  0  0  3.34957  0  0  0
7.56631e-05  0  0  15.0113  0  0  0  0  0  0  0  3.37587  0  0  0
8.26202e-05  0  0  14.849  0  0  0  0  0  0  0  3.40307  0  0  0
9.02165e-05  0  0  14.6839  0  0  0  0  0  0  0  3.43082  0  0  0
9.85109e-05  0  0  14.516  0  0  0  0  0  0  0  3.45948  0  0  0
0.000107567  0  0  14.3449  0  0  0  0  0  0  0  3.48895  0  0  0
0.000117456  0  0  14.1711  0  0  0  0  0  0  0  3.51923  0  0  0
0.000128253  0  0  13.9938  0  0  0  0  0  0  0  3.55032  0  0  0
0.000140041  0  0  13.814  0  0  0  0  0  0  0  3.58237  0  0  0
0.000152912  0  0  13.6309  0  0  0  0  0  0  0  3.61525  0  0  0
0.000166965  0  0  13.4449  0  0  0  0  0  0  0  3.64898  0  0  0
0.000182307  0  0  13.2558  0  0  0  0  0  0  0  3.68381  0  0  0
0.000199058  0  0  13.0641  0  0  0  0  0  0  0  3.71951  0  0  0
0.000217347  0  0  12.8689  0  0  0  0  0  0  0  3.75621  0  0  0
