THPREDICTIONS F2R1000_D  Deuteron
0    6.4332              42.9259             
1    6.42849             42.9521             
2    6.42445             42.9821             
3    6.42113             43.0141             
4    6.41772             43.0468             
5    6.41414             43.0777             
6    6.41069             43.1055             
7    6.40682             43.127              
8    6.40333             43.1397             
9    6.40155             43.1412             
10   6.40079             43.1268             
11   6.39667             43.0923             
12   6.38979             43.0306             
13   6.37652             42.938              
14   6.35359             42.8004             
15   6.32849             42.619              
16   6.3056              42.3894             
17   6.27961             42.0852             
18   6.23947             41.6609             
19   6.18552             41.1191             
20   6.11331             40.4131             
21   6.00847             39.4003             
22   5.90352             38.4025             
23   5.79474             37.3821             
24   5.66292             36.1484             
25   5.49896             34.6105             
26   5.31274             32.8675             
27   4.90256             28.9295             
28   4.3252              23.3801             
29   3.66463             17.0979             
30   2.88777             9.98548             
31   2.28974             5.49341             
32   2.01741             4.51628             
33   1.95488             4.38728             
34   1.91073             4.27499             
35   1.88551             4.15645             
36   1.85591             4.00932             
37   1.82296             3.83892             
38   1.78618             3.64977             
39   1.74484             3.44021             
40   1.70459             3.23654             
41   1.66939             3.0579              
42   1.6379              2.90024             
43   1.60664             2.74429             
44   1.57562             2.59121             
45   1.54459             2.44312             
46   1.51359             2.30112             
47   1.48232             2.1667              
48   1.45082             2.04104             
49   1.41919             1.92383             
50   1.3874              1.81314             
51   1.35555             1.70762             
52   1.32534             1.61806             
53   1.29566             1.53365             
54   1.2675              1.45855             
55   1.24214             1.40327             
56   1.21272             1.2972              
57   1.17843             1.12862             
58   1.14012             0.91079             
59   1.09767             0.649098            
60   1.05332             0.386736            
61   1.02364             0.240439            
62   1.00747             0.117317            
63   0.99817             0.0659348           
64   0.995064            0.059948            
65   0.993625            0.0570528           
66   0.992444            0.0545229           
67   0.991349            0.052382            
68   0.990182            0.0505199           
69   0.988989            0.0488776           
70   0.987921            0.0474284           
71   0.986953            0.0461305           
72   0.986211            0.0450748           
73   0.985683            0.0442722           
74   0.985084            0.0436096           
75   0.984435            0.0430268           
76   0.983714            0.0425119           
77   0.982916            0.0420525           
78   0.982202            0.0416329           
79   0.981646            0.0412379           
80   0.981299            0.0408701           
81   0.981185            0.0405289           
82   0.981291            0.0402346           
83   0.981564            0.0399875           
84   0.981933            0.0397812           
85   0.982346            0.0395838           
86   0.982694            0.0393904           
87   0.982993            0.0391943           
88   0.983302            0.0390048           
89   0.983752            0.0388155           
90   0.984368            0.0386084           
91   0.985028            0.0383586           
92   0.985683            0.0380746           
93   0.986332            0.0377807           
94   0.986912            0.0374733           
95   0.987389            0.0371748           
96   0.98758             0.0368362           
97   0.987423            0.0364372           
98   0.986804            0.0360006           
99   0.985491            0.0355937           
100  0.983516            0.0353378           
101  0.98117             0.035382            
102  0.978666            0.035494            
103  0.976497            0.0355604           
104  0.974903            0.0355506           
105  0.973816            0.035511            
106  0.973249            0.035463            
107  0.973314            0.0354738           
108  0.97387             0.0355427           
109  0.97502             0.0356112           
110  0.976669            0.0356201           
111  0.978594            0.0356389           
112  0.980674            0.0356733           
113  0.982752            0.0357199           
114  0.98465             0.0357497           
115  0.98646             0.0358497           
116  0.987834            0.0356906           
117  0.988807            0.035338            
118  0.989454            0.0349429           
119  0.989756            0.0346211           
120  0.989736            0.0344257           
121  0.98958             0.0345111           
122  0.989447            0.0348706           
123  0.989356            0.0356971           
124  0.989051            0.0366496           
125  0.988463            0.0373653           
126  0.987771            0.0379458           
127  0.986753            0.0386975           
128  0.985322            0.0397382           
129  0.983586            0.0412715           
130  0.981819            0.0433373           
131  0.980304            0.0453572           
132  0.978997            0.0471801           
133  0.977865            0.0489588           
134  0.977075            0.0501887           
135  0.976553            0.0508693           
136  0.976459            0.0508952           
137  0.976314            0.0512264           
138  0.975995            0.052131            
139  0.975619            0.0539796           
140  0.975214            0.0569637           
141  0.974542            0.0596071           
142  0.973746            0.0617728           
143  0.972714            0.0635696           
144  0.971924            0.0655055           
145  0.971601            0.0679366           
146  0.971824            0.0713557           
147  0.971312            0.0707613           
148  0.972705            0.0771921           
149  0.975842            0.0908311           
150  0.980849            0.114263            
151  0.987838            0.150025            
152  0.994561            0.184858            
153  1.00089             0.216592            
154  1.00768             0.251517            
155  1.0145              0.287013            
156  1.01843             0.300243            
157  1.01969             0.29355             
158  1.01642             0.255696            
159  1.00981             0.206057            
160  1.00534             0.187148            
161  1.00294             0.1892              
162  1.00378             0.202302            
163  1.00771             0.222653            
164  1.01059             0.244452            
165  1.0123              0.267189            
166  1.01346             0.290372            
167  1.01455             0.314132            
168  1.01509             0.349941            
169  1.01616             0.39954             
170  1.01919             0.466463            
171  1.01771             0.544539            
172  1.02764             0.65718             
173  1.05147             0.809391            
174  1.09158             1.00843             
175  1.1492              1.28365             
176  1.23043             1.61302             
177  1.33965             1.98938             
178  1.481               2.42971             
179  1.66608             2.97276             
180  1.89951             3.64054             
181  2.17569             4.41741             
182  2.50724             5.32897             
183  2.91098             6.40844             
184  3.40889             7.80043             
185  4.03709             9.42222             
186  4.84675             11.3287             
187  5.91013             13.6638             
188  7.34371             16.6523             
189  9.374               20.9409             
190  12.5285             28.0897             
191  19.3762             50.752              
192  28.0372             151.438             
193  15.7941             81.9519             
194  30.0453             100.742             
195  53.4615             174.181             
196  83.847              361.271             
197  138.356             971.767             
198  -534.628            5852.65             
199  11.4621             2328.21             
