THPREDICTIONS F2R1_D  Deuteron
0    60.4375             540.283             
1    60.6553             543.02              
2    60.9269             545.609             
3    61.4048             548.034             
4    61.5674             550.298             
5    60.8379             552.353             
6    61.0132             554.255             
7    63.4394             556.187             
8    65.6049             558.1               
9    64.1487             558.505             
10   58.2147             559.633             
11   58.0408             559.937             
12   64.3304             560.861             
13   67.3676             562.837             
14   65.295              559.082             
15   62.4749             555.888             
16   61.5698             554.113             
17   61.8936             551.907             
18   61.8512             546.779             
19   61.5853             540.071             
20   61.4258             534.973             
21   57.8394             496.307             
22   59.1568             507.103             
23   78.4236             697.301             
24   88.1814             793.028             
25   55.1357             462.282             
26   -23.4402            329.983             
27   -2.5766             128.191             
28   137.472             1280.58             
29   188.899             1795.12             
30   123.309             1144.82             
31   49.1385             407.2               
32   17.8677             98.8686             
33   12.9678             59.7813             
34   9.72912             49.3896             
35   7.35521             42.1905             
36   7.36709             41.4383             
37   10.1181             53.1057             
38   11.4284             63.3941             
39   10.2416             52.9235             
40   8.54782             41.258              
41   7.72356             37.0936             
42   7.45777             35.4868             
43   7.15818             33.832              
44   6.81492             32.1482             
45   6.50619             30.4288             
46   6.23224             28.6515             
47   5.95804             26.8518             
48   5.69898             25.1602             
49   5.40966             23.4196             
50   5.0092              21.2344             
51   4.49211             18.5374             
52   4.34413             17.9462             
53   5.00868             25.1161             
54   4.55627             22.0196             
55   2.26025             14.6885             
56   1.39268             19.8551             
57   3.27611             14.1614             
58   5.4561              43.7474             
59   5.54575             40.7966             
60   4.11165             21.1321             
61   2.86691             17.732              
62   1.72296             7.37191             
63   1.08973             1.21595             
64   0.955013            0.277681            
65   0.944112            0.246767            
66   0.938915            0.229889            
67   0.945341            0.200754            
68   0.972064            0.173072            
69   1.00309             0.212559            
70   1.00138             0.185654            
71   0.968408            0.121413            
72   0.956728            0.131461            
73   0.963599            0.099443            
74   0.96977             0.081214            
75   0.972661            0.0854027           
76   0.979264            0.0915814           
77   0.990913            0.0839947           
78   0.9973              0.102623            
79   0.993879            0.0878419           
80   0.9877              0.0682887           
81   0.983413            0.0574454           
82   0.979563            0.0611012           
83   0.978412            0.0631736           
84   0.981127            0.059231            
85   0.984311            0.0536955           
86   0.992546            0.0501034           
87   1.00522             0.0538191           
88   1.01558             0.0606357           
89   1.02077             0.0545039           
90   1.02183             0.0485197           
91   1.02747             0.0529313           
92   1.03516             0.0622274           
93   1.03481             0.0621112           
94   1.03193             0.0587321           
95   1.02773             0.0513507           
96   1.01869             0.0448379           
97   1.01317             0.0439171           
98   1.00802             0.0477475           
99   1.00096             0.0622094           
100  0.986519            0.0562729           
101  0.969854            0.0676025           
102  0.958411            0.103463            
103  0.952596            0.108154            
104  0.941532            0.104329            
105  0.949326            0.0961908           
106  0.971532            0.0811602           
107  0.986108            0.095397            
108  0.998298            0.0775758           
109  1.00512             0.0759174           
110  1.00492             0.0708599           
111  1.00865             0.0745585           
112  1.02065             0.0757883           
113  1.03462             0.0853334           
114  1.0384              0.0783065           
115  1.0251              0.0826232           
116  1.02638             0.0891573           
117  1.04304             0.0801161           
118  1.06571             0.150526            
119  1.07448             0.153184            
120  1.07386             0.108495            
121  1.06691             0.155879            
122  1.05652             0.164095            
123  1.03764             0.134856            
124  1.01993             0.149321            
125  1.01321             0.165493            
126  1.01793             0.23152             
127  1.02666             0.307818            
128  1.03169             0.291197            
129  1.04133             0.200389            
130  1.04694             0.224724            
131  1.04114             0.276271            
132  1.02711             0.278424            
133  1.00002             0.255723            
134  0.983433            0.247789            
135  0.978663            0.238101            
136  0.988627            0.257728            
137  1.00085             0.290725            
138  1.01168             0.277839            
139  1.02208             0.217459            
140  1.03142             0.234111            
141  1.03599             0.24103             
142  1.03728             0.191888            
143  1.01702             0.350441            
144  1.00766             0.559427            
145  1.01588             0.513295            
146  1.03481             0.327246            
147  1.14129             1.02701             
148  1.16872             1.42566             
149  1.13448             1.22644             
150  1.01973             0.306194            
151  0.804946            1.74186             
152  0.706452            2.62431             
153  0.70142             2.66416             
154  0.822356            1.53508             
155  1.03409             0.518802            
156  1.17514             1.71352             
157  1.25516             2.31137             
158  1.26389             2.09493             
159  1.21897             1.30849             
160  1.17101             0.738432            
161  1.12289             0.452322            
162  1.0604              0.482066            
163  0.987464            0.696542            
164  0.958686            0.828597            
165  0.973064            0.824844            
166  1.03733             0.71351             
167  1.16511             0.88501             
168  1.27023             1.13804             
169  1.34045             1.21327             
170  1.35575             1.10993             
171  1.2714              2.3356              
172  1.19606             3.32759             
173  1.13918             3.202               
174  1.08659             2.27558             
175  1.15818             4.14402             
176  1.13726             8.27657             
177  0.986935            9.31955             
178  0.754552            7.82353             
179  0.318967            3.20829             
180  -0.176519           10.5742             
181  -0.376945           16.2677             
182  -0.35591            18.3695             
183  -0.178504           17.4028             
184  0.454963            8.72267             
185  0.895507            4.43492             
186  1.14697             6.39767             
187  1.23189             8.84698             
188  1.03014             8.83984             
189  0.712191            8.08125             
190  0.0283797           8.20145             
191  -0.01328            7.36185             
192  -0.149163           6.42621             
193  1.22689             16.5554             
194  3.73007             44.6915             
195  11.3514             123.763             
196  -21.4003            199.506             
197  0.464999            18.445              
198  4.61102             51.5915             
199  7.69926             69.8829             
