THPREDICTIONS F2R10_D  Deuteron
0    17.934              144.465             
1    18.0213             145.345             
2    18.1096             146.218             
3    18.1956             147.079             
4    18.2864             147.927             
5    18.3872             148.757             
6    18.4754             149.561             
7    18.5455             150.332             
8    18.6068             151.066             
9    18.6679             151.759             
10   18.7034             152.396             
11   18.8174             152.999             
12   19.0446             153.584             
13   19.1561             154.037             
14   19.0995             154.374             
15   19.0311             154.612             
16   19.0392             154.628             
17   19.0985             154.493             
18   19.1818             154.709             
19   19.2824             155.202             
20   19.3094             155.052             
21   19.3715             155.339             
22   19.1991             153.367             
23   18.5519             146.742             
24   18.0209             141.34              
25   18.1449             142.514             
26   18.5127             146.173             
27   18.9603             150.683             
28   20.6403             167.528             
29   18.8186             149.55              
30   12.5248             87.3417             
31   6.90647             33.6064             
32   4.4524              15.8569             
33   4.00313             14.5591             
34   3.75363             14.1834             
35   3.68423             13.8873             
36   3.63539             13.6179             
37   3.62542             13.5009             
38   3.54819             13.0294             
39   3.37562             12.0533             
40   3.19297             11.0907             
41   3.06074             10.3955             
42   2.96509             9.86797             
43   2.871               9.3376              
44   2.77817             8.80939             
45   2.68722             8.28376             
46   2.59801             7.76225             
47   2.50948             7.26272             
48   2.42111             6.79257             
49   2.3332              6.35707             
50   2.24702             5.96713             
51   2.16371             5.63257             
52   2.07296             5.25777             
53   1.97113             4.79521             
54   1.88885             4.513               
55   1.81211             4.30431             
56   1.76005             4.32479             
57   1.75929             4.85604             
58   1.72781             5.05468             
59   1.57747             3.96467             
60   1.343               2.34173             
61   1.17857             1.63046             
62   1.07363             0.674769            
63   1.01602             0.119964            
64   1.00222             0.045614            
65   1.00013             0.0446381           
66   0.999817            0.0395451           
67   0.999898            0.034388            
68   0.999557            0.0308668           
69   0.998787            0.0290242           
70   0.997166            0.0277203           
71   0.994447            0.0275127           
72   0.993518            0.0257476           
73   0.994262            0.0218934           
74   0.994731            0.0205725           
75   0.994709            0.0201007           
76   0.9943              0.0197595           
77   0.99368             0.0196844           
78   0.992614            0.0194475           
79   0.990963            0.01863             
80   0.989389            0.0188428           
81   0.988437            0.0189125           
82   0.988049            0.0184774           
83   0.988147            0.0177926           
84   0.988798            0.0174691           
85   0.989652            0.0175738           
86   0.990196            0.0176885           
87   0.990354            0.01756             
88   0.990185            0.0172539           
89   0.98989             0.017288            
90   0.98961             0.0179195           
91   0.989624            0.0182443           
92   0.989981            0.0181936           
93   0.990731            0.0178692           
94   0.991498            0.0176386           
95   0.992584            0.0174776           
96   0.994316            0.0175533           
97   0.996482            0.0177344           
98   0.998491            0.0177524           
99   0.99987             0.0176476           
100  1.00111             0.017032            
101  1.00209             0.0168088           
102  1.00227             0.0167248           
103  1.00156             0.0162065           
104  1.00116             0.0153922           
105  1.00063             0.0159619           
106  1.00001             0.0181186           
107  0.998904            0.0175182           
108  0.997836            0.015476            
109  0.997365            0.0155091           
110  0.997469            0.0155003           
111  0.998256            0.0155945           
112  0.999621            0.0154147           
113  1.00146             0.0155109           
114  1.00355             0.0159998           
115  1.00545             0.0177082           
116  1.00757             0.0189334           
117  1.01009             0.0192517           
118  1.01259             0.0193322           
119  1.01318             0.0182785           
120  1.01205             0.0193875           
121  1.01061             0.0241089           
122  1.00992             0.0256073           
123  1.00958             0.026547            
124  1.00981             0.0309257           
125  1.01069             0.0336721           
126  1.01277             0.0358768           
127  1.01405             0.0376278           
128  1.01358             0.0365891           
129  1.01211             0.0349665           
130  1.01009             0.0384303           
131  1.00775             0.0405449           
132  1.00508             0.039263            
133  1.00184             0.038475            
134  0.99993             0.0399708           
135  0.999241            0.0402698           
136  1.00031             0.0397254           
137  1.00148             0.0380703           
138  1.00218             0.0338322           
139  1.00231             0.0281248           
140  1.00183             0.0284338           
141  1.00122             0.0316888           
142  1.00046             0.0357498           
143  1.00146             0.050449            
144  1.00106             0.0664565           
145  0.998475            0.0683546           
146  0.993953            0.0603909           
147  0.985766            0.0515982           
148  0.979175            0.0665588           
149  0.974833            0.084719            
150  0.970588            0.116178            
151  0.963898            0.185828            
152  0.967233            0.177207            
153  0.978912            0.103492            
154  1.00556             0.121692            
155  1.04319             0.418124            
156  1.06632             0.591046            
157  1.0762              0.64824             
158  1.06636             0.53169             
159  1.04172             0.298198            
160  1.02265             0.166524            
161  1.00867             0.163007            
162  1.00074             0.19118             
163  0.998324            0.196142            
164  0.997857            0.197535            
165  0.998321            0.193083            
166  1.00205             0.189484            
167  1.01207             0.230232            
168  1.00692             0.274017            
169  0.987652            0.295958            
170  0.955482            0.310863            
171  0.905303            0.357031            
172  0.848829            0.496156            
173  0.787349            0.611686            
174  0.722638            0.701403            
175  0.641004            0.820356            
176  0.56753             0.960424            
177  0.513387            1.11477             
178  0.479976            1.30818             
179  0.469131            1.87157             
180  0.484059            2.75656             
181  0.518516            3.13624             
182  0.565841            3.04409             
183  0.618985            2.66292             
184  0.710117            2.77677             
185  0.766043            4.60378             
186  0.792034            6.43835             
187  0.797632            8.01156             
188  0.77931             8.89525             
189  0.773348            9.61232             
190  0.820369            10.764              
191  0.892155            12.3317             
192  0.945415            14.3448             
193  1.32777             17.4856             
194  -0.397425           31.4042             
195  1.12893             28.2641             
196  0.657218            36.7889             
197  -5.90205            124.047             
198  -12.8891            258.367             
199  -1.90497            158.388             
