THPREDICTIONS F2R10_D  Deuteron
0    4.24958             15.7944             
1    4.27212             16.1716             
2    4.29641             16.5588             
3    4.32344             16.9658             
4    4.35225             17.3841             
5    4.38376             17.8227             
6    4.41947             18.2962             
7    4.45812             18.7934             
8    4.50458             19.36               
9    4.56618             20.0654             
10   4.64838             20.9626             
11   4.71543             21.7151             
12   4.79776             22.6104             
13   4.85887             23.3034             
14   4.8766              23.5815             
15   4.98019             24.6758             
16   5.22944             27.1689             
17   5.59059             30.7581             
18   6.05384             35.3637             
19   6.632               41.1215             
20   7.06202             45.4416             
21   7.34501             48.3163             
22   7.53108             50.241              
23   7.64063             51.415              
24   7.70413             52.1353             
25   7.75071             52.6898             
26   7.78173             53.0975             
27   7.80974             53.4547             
28   7.83507             53.7601             
29   7.85488             54.03               
30   7.86797             54.2577             
31   7.87594             54.4438             
32   7.87953             54.5859             
33   7.8785              54.6816             
34   7.87295             54.7335             
35   7.86058             54.72               
36   7.84009             54.6261             
37   7.80856             54.4254             
38   7.76291             54.0879             
39   7.69375             53.5218             
40   7.61143             52.8343             
41   7.51526             52.0284             
42   7.38829             50.9384             
43   7.23178             49.5578             
44   7.06327             48.0683             
45   6.72231             44.9156             
46   6.25671             40.5686             
47   5.62195             34.6751             
48   4.80413             27.2235             
49   3.98094             19.9384             
50   3.31217             14.4408             
51   2.77632             10.8432             
52   2.38401             8.99371             
53   2.15534             8.32151             
54   1.89864             6.89112             
55   1.57938             4.28849             
56   1.33464             2.19396             
57   1.2143              1.30144             
58   1.1577              1.07511             
59   1.10341             0.782367            
60   1.05278             0.322452            
61   1.02496             0.0849285           
62   1.01875             0.0498588           
63   1.01534             0.0415577           
64   1.01303             0.0391724           
65   1.01107             0.0374151           
66   1.00924             0.0357416           
67   1.00746             0.0342855           
68   1.00571             0.0330977           
69   1.00406             0.0321561           
70   1.00253             0.0314204           
71   1.00101             0.0311181           
72   1.00009             0.030175            
73   0.999747            0.0289637           
74   0.999283            0.0285135           
75   0.998653            0.0282163           
76   0.997819            0.0278826           
77   0.996776            0.0273384           
78   0.995694            0.0268463           
79   0.994679            0.0265256           
80   0.993818            0.0263033           
81   0.993181            0.0261215           
82   0.992778            0.0260319           
83   0.992541            0.0259937           
84   0.992701            0.026112            
85   0.993276            0.0263948           
86   0.993691            0.0266022           
87   0.994029            0.0266577           
88   0.994289            0.0267761           
89   0.994022            0.026535            
90   0.993484            0.0267095           
91   0.993402            0.0271014           
92   0.993771            0.027134            
93   0.994842            0.0269619           
94   0.996004            0.0267334           
95   0.997133            0.0264847           
96   0.998606            0.0262881           
97   1.00021             0.0261566           
98   1.00165             0.0262828           
99   1.00266             0.0257328           
100  1.00356             0.0250106           
101  1.00432             0.0242112           
102  1.00459             0.0231174           
103  1.00412             0.0224566           
104  1.00409             0.0222188           
105  1.0038              0.0231879           
106  1.00333             0.0257765           
107  1.00231             0.0257261           
108  1.0012              0.0233186           
109  1.00083             0.0225014           
110  1.00124             0.0231077           
111  1.0021              0.0239532           
112  1.00322             0.0246895           
113  1.00462             0.0253448           
114  1.00621             0.025942            
115  1.00784             0.0265242           
116  1.00932             0.0271183           
117  1.0107              0.0277184           
118  1.01182             0.0282752           
119  1.01228             0.0286419           
120  1.01221             0.0289488           
121  1.01207             0.0294501           
122  1.01224             0.0299742           
123  1.01262             0.0304084           
124  1.01304             0.0307723           
125  1.01347             0.0311798           
126  1.01421             0.0321743           
127  1.0143              0.032854            
128  1.01337             0.0324383           
129  1.01186             0.0317993           
130  1.01022             0.0321423           
131  1.00873             0.0331217           
132  1.00741             0.0340829           
133  1.00633             0.0350001           
134  1.00515             0.035908            
135  1.00407             0.0366961           
136  1.00293             0.0375307           
137  1.00217             0.0386509           
138  1.0016              0.0395082           
139  1.00135             0.0399493           
140  1.00121             0.0408748           
141  1.00033             0.0420743           
142  0.998883            0.0431003           
143  0.997568            0.0470177           
144  0.995688            0.049883            
145  0.993227            0.0512931           
146  0.990126            0.0525771           
147  0.983346            0.0688597           
148  0.979643            0.0742977           
149  0.979003            0.0639435           
150  0.98118             0.0387683           
151  0.985804            0.0616101           
152  0.990853            0.101904            
153  0.995924            0.127568            
154  1.00448             0.164272            
155  1.01517             0.240049            
156  1.01691             0.25719             
157  1.01089             0.212325            
158  0.996125            0.110188            
159  0.975374            0.111378            
160  0.95599             0.257704            
161  0.939741            0.397624            
162  0.907167            0.698622            
163  0.860901            1.14211             
164  0.869296            1.098               
165  0.926265            0.620655            
166  1.05575             0.511563            
167  1.30552             2.68937             
168  1.4662              4.12281             
169  1.54099             4.83819             
170  1.53535             4.88492             
171  1.32888             3.24921             
172  1.15192             1.87996             
173  1.01125             0.837921            
174  0.906082            0.227827            
175  0.866024            0.258683            
176  0.846465            0.281713            
177  0.830108            0.304519            
178  0.817499            0.325064            
179  0.809273            0.341766            
180  0.805929            0.35603             
181  0.807603            0.372566            
182  0.815039            0.394993            
183  0.828916            0.428183            
184  0.856777            0.485013            
185  0.890732            0.563768            
186  0.932443            0.658043            
187  0.984575            0.775514            
188  1.04665             0.924938            
189  1.12703             1.14649             
190  1.24287             1.47722             
191  1.37541             1.71057             
192  1.50086             1.68983             
193  1.75695             2.1492              
194  2.40513             4.87014             
195  1.151               9.66502             
196  2.45113             5.12064             
197  4.70655             12.2069             
198  3.0962              11.4884             
199  10.8872             37.5677             
