THPREDICTIONS F2R1_D  Deuteron
0    21.2051             176.009             
1    14.3727             108.618             
2    11.1763             77.5494             
3    9.37082             60.35               
4    8.52513             52.4676             
5    8.08727             48.4376             
6    7.88738             46.5818             
7    7.87908             46.4298             
8    7.9198              46.7039             
9    7.88872             46.3252             
10   7.53712             43.1187             
11   7.95663             46.7259             
12   9.37915             59.6251             
13   9.78539             63.2752             
14   9.20217             57.6569             
15   7.9192              45.8779             
16   5.87128             29.4799             
17   3.88358             22.2066             
18   4.7999              23.8958             
19   8.60715             51.3272             
20   11.72               80.2937             
21   14.024              102.782             
22   15.6314             118.402             
23   16.6322             127.418             
24   17.2312             132.409             
25   17.6134             135.94              
26   17.7982             138.196             
27   17.9969             140.12              
28   18.2027             141.724             
29   18.3705             143.157             
30   18.5116             144.492             
31   18.644              145.774             
32   18.7498             146.812             
33   18.814              147.484             
34   18.8756             148.131             
35   18.9549             148.914             
36   19.0351             149.764             
37   19.1005             150.552             
38   19.1309             151.016             
39   19.1851             151.754             
40   19.1002             151.079             
41   18.8258             148.375             
42   18.5664             145.746             
43   18.9471             149.95              
44   19.3213             154.855             
45   20.6381             168.178             
46   23.4668             195.629             
47   24.3498             203.812             
48   22.4657             183.5               
49   18.8304             147.425             
50   14.1691             106.443             
51   8.76535             62.9892             
52   6.57619             37.5652             
53   8.01756             50.6828             
54   7.6777              56.5931             
55   4.91475             38.3786             
56   2.66197             19.7707             
57   1.97476             9.04854             
58   1.93388             8.6267              
59   1.64128             7.75045             
60   1.17318             3.14044             
61   0.935389            0.711366            
62   0.908427            0.24681             
63   0.907221            0.110316            
64   0.916183            0.103277            
65   0.924408            0.106877            
66   0.928035            0.103896            
67   0.931407            0.0991732           
68   0.938345            0.0993903           
69   0.945475            0.120284            
70   0.945509            0.103906            
71   0.938813            0.0799108           
72   0.939274            0.086533            
73   0.944709            0.0717286           
74   0.950517            0.0649039           
75   0.957148            0.0602871           
76   0.962685            0.0621511           
77   0.965668            0.0667882           
78   0.96612             0.0682951           
79   0.964422            0.0640668           
80   0.962767            0.0576346           
81   0.962092            0.0500165           
82   0.960698            0.0442596           
83   0.960163            0.0435978           
84   0.961971            0.0519625           
85   0.9629              0.0507929           
86   0.967766            0.0469431           
87   0.979676            0.0557661           
88   0.991665            0.0980656           
89   0.993827            0.0776016           
90   0.988343            0.0430093           
91   0.987423            0.0728992           
92   0.989527            0.0823719           
93   0.987518            0.0678543           
94   0.98597             0.082335            
95   0.985351            0.0514131           
96   0.98183             0.0716362           
97   0.982003            0.0550958           
98   0.980704            0.0575356           
99   0.975412            0.0580267           
100  0.962596            0.0483366           
101  0.947403            0.0569239           
102  0.937792            0.0820737           
103  0.933403            0.0866939           
104  0.922663            0.098286            
105  0.931183            0.0929033           
106  0.955816            0.0547998           
107  0.967454            0.0509677           
108  0.970709            0.0466997           
109  0.973304            0.0453257           
110  0.976179            0.0462122           
111  0.979094            0.0474444           
112  0.982112            0.0476443           
113  0.986309            0.0481571           
114  0.989887            0.0469395           
115  0.990222            0.0486203           
116  0.994088            0.0494723           
117  1.00173             0.0473333           
118  1.0095              0.0546952           
119  1.01303             0.0578123           
120  1.0135              0.0518734           
121  1.01285             0.0514709           
122  1.01299             0.0495855           
123  1.00927             0.053975            
124  1.00519             0.0685783           
125  1.00726             0.0661127           
126  1.01935             0.0555864           
127  1.0304              0.0834647           
128  1.03234             0.0871505           
129  1.02764             0.0786512           
130  1.02004             0.0753173           
131  1.01608             0.0750279           
132  1.01689             0.0733894           
133  1.0194              0.0801359           
134  1.017               0.0841658           
135  1.01491             0.0848188           
136  1.01555             0.0781747           
137  1.01621             0.0773228           
138  1.01578             0.0767729           
139  1.01038             0.0986247           
140  1.00152             0.183226            
141  1.00325             0.185952            
142  1.01167             0.129997            
143  1.0433              0.210652            
144  1.06223             0.38007             
145  1.06065             0.373196            
146  1.04481             0.239649            
147  0.991688            0.281236            
148  0.965068            0.511172            
149  0.955893            0.569093            
150  0.971302            0.466962            
151  1.02126             0.413674            
152  1.03894             0.421201            
153  1.03344             0.362422            
154  0.952994            0.672353            
155  0.823144            1.84493             
156  0.804774            2.02403             
157  0.870107            1.42213             
158  1.18265             1.49174             
159  1.64301             5.71367             
160  1.7836              7.07078             
161  1.64919             5.92504             
162  0.981401            0.289409            
163  -0.145649           10.1982             
164  -0.739089           15.5872             
165  -0.84703            16.6876             
166  -0.341379           12.3927             
167  1.04229             0.503482            
168  2.00831             7.93539             
169  2.58423             12.8777             
170  2.80104             14.7794             
171  2.21431             9.78666             
172  1.71928             5.63464             
173  1.33638             2.50652             
174  1.05906             0.452535            
175  0.968879            0.336212            
176  0.927188            0.342754            
177  0.882975            0.376596            
178  0.836402            0.418833            
179  0.78256             0.493247            
180  0.725715            0.652127            
181  0.682717            0.761647            
182  0.650073            0.785665            
183  0.627259            0.733883            
184  0.647761            0.582675            
185  0.662298            0.721392            
186  0.669056            0.867788            
187  0.667456            0.927737            
188  0.64539             0.809424            
189  0.653879            1.1044              
190  0.247286            2.89401             
191  0.44044             1.13819             
192  0.439742            1.20266             
193  0.41925             1.23296             
194  0.397665            1.35582             
195  0.315183            1.88916             
196  0.823849            3.66764             
197  0.501153            5.78967             
198  0.586501            2.69769             
199  0.817842            3.83657             
