THPREDICTIONS F2R1000_D  Deuteron
0    2.28274             4.92245             
1    2.29018             5.10522             
2    2.29888             5.29861             
3    2.30906             5.50458             
4    2.32102             5.72608             
5    2.33499             5.96528             
6    2.35133             6.22568             
7    2.37067             6.51335             
8    2.39285             6.82698             
9    2.4175              7.1633              
10   2.44626             7.53785             
11   2.47891             7.94893             
12   2.5145              8.3875              
13   2.56234             8.9439              
14   2.62013             9.59671             
15   2.69174             10.384              
16   2.77865             11.3213             
17   2.87307             12.3331             
18   2.95951             13.2678             
19   3.04077             14.1512             
20   3.10115             14.8281             
21   3.14107             15.3025             
22   3.1692              15.6591             
23   3.18857             15.9279             
24   3.20238             16.1401             
25   3.21383             16.3267             
26   3.22286             16.4879             
27   3.23024             16.6328             
28   3.23565             16.7582             
29   3.23892             16.8645             
30   3.23958             16.9478             
31   3.23756             17.0056             
32   3.23249             17.0335             
33   3.22377             17.0258             
34   3.2108              16.9773             
35   3.19245             16.8776             
36   3.16826             16.7224             
37   3.13637             16.4945             
38   3.09654             16.1925             
39   3.04722             15.8025             
40   2.98545             15.2963             
41   2.90943             14.6596             
42   2.81647             13.8688             
43   2.69591             12.8207             
44   2.55568             11.5969             
45   2.38588             10.1114             
46   2.1901              8.41431             
47   1.99141             6.74195             
48   1.79561             5.17768             
49   1.61843             3.90195             
50   1.47518             3.03324             
51   1.36228             2.47518             
52   1.26728             2.01505             
53   1.1908              1.5668              
54   1.12499             1.13438             
55   1.06697             0.701086            
56   1.02365             0.404218            
57   0.997533            0.268056            
58   0.981952            0.19721             
59   0.969867            0.137377            
60   0.960891            0.0856864           
61   0.955202            0.0677613           
62   0.952743            0.0645147           
63   0.950833            0.0623311           
64   0.949236            0.0604974           
65   0.94782             0.0588271           
66   0.946549            0.0572782           
67   0.945426            0.0558491           
68   0.944427            0.054541            
69   0.943549            0.0533495           
70   0.942846            0.0522721           
71   0.942321            0.0513239           
72   0.941956            0.0505029           
73   0.941736            0.0498042           
74   0.941558            0.0492115           
75   0.941446            0.0486896           
76   0.941379            0.0482493           
77   0.941345            0.0478905           
78   0.941454            0.0476469           
79   0.941769            0.0475335           
80   0.942287            0.0475336           
81   0.942974            0.0476232           
82   0.943866            0.0477902           
83   0.944974            0.0480143           
84   0.946241            0.0482665           
85   0.947677            0.0485275           
86   0.949158            0.048766            
87   0.950632            0.0489229           
88   0.952165            0.0490226           
89   0.953829            0.0490619           
90   0.955666            0.0490771           
91   0.957674            0.0490726           
92   0.959797            0.0490221           
93   0.962021            0.0489323           
94   0.964281            0.0488179           
95   0.96651             0.0487092           
96   0.968578            0.0486169           
97   0.970469            0.0485562           
98   0.972073            0.0484773           
99   0.973142            0.0483667           
100  0.974098            0.0481383           
101  0.974539            0.0478982           
102  0.974647            0.0476752           
103  0.974836            0.0475774           
104  0.975328            0.0476639           
105  0.976029            0.0477721           
106  0.976972            0.0479475           
107  0.978292            0.0482018           
108  0.97989             0.0484511           
109  0.981849            0.0491066           
110  0.984139            0.0501982           
111  0.986502            0.0513948           
112  0.988846            0.0525895           
113  0.991095            0.053803            
114  0.993146            0.0550554           
115  0.995076            0.0563501           
116  0.99671             0.0576672           
117  0.998071            0.0590088           
118  0.999218            0.0603838           
119  1.00021             0.0618221           
120  1.0011              0.0633274           
121  1.00189             0.0648956           
122  1.00257             0.0665191           
123  1.00316             0.0682251           
124  1.00353             0.0700204           
125  1.00371             0.071917            
126  1.00379             0.0739516           
127  1.00366             0.0761474           
128  1.0033              0.0785232           
129  1.00285             0.0811173           
130  1.00242             0.0839436           
131  1.00206             0.0869851           
132  1.00178             0.090236            
133  1.00159             0.0936854           
134  1.0015              0.0974523           
135  1.00149             0.101532            
136  1.00159             0.106003            
137  1.00169             0.11075             
138  1.00176             0.115775            
139  1.00186             0.121251            
140  1.00201             0.127212            
141  1.0021              0.133305            
142  1.00223             0.139681            
143  1.00213             0.145819            
144  1.00242             0.153024            
145  1.00329             0.161772            
146  1.00473             0.17217             
147  1.00654             0.183346            
148  1.009               0.197362            
149  1.01203             0.213969            
150  1.01599             0.235565            
151  1.02128             0.265172            
152  1.02538             0.287061            
153  1.02852             0.302782            
154  1.03052             0.312991            
155  1.03171             0.321037            
156  1.03368             0.33364             
157  1.03674             0.353001            
158  1.03811             0.35541             
159  1.03935             0.354199            
160  1.04826             0.415779            
161  1.06434             0.53695             
162  1.08988             0.735759            
163  1.12396             1.00454             
164  1.15614             1.26036             
165  1.1852              1.49528             
166  1.2142              1.73521             
167  1.24913             2.03817             
168  1.2643              2.17141             
169  1.26046             2.1391              
170  1.23904             1.95113             
171  1.16364             1.31296             
172  1.10247             0.783627            
173  1.05849             0.40763             
174  1.03259             0.281052            
175  1.03984             0.325626            
176  1.06162             0.372955            
177  1.09108             0.429185            
178  1.12968             0.496409            
179  1.18008             0.577389            
180  1.24422             0.675696            
181  1.32286             0.793962            
182  1.41952             0.936001            
183  1.53849             1.10714             
184  1.68709             1.31637             
185  1.87058             1.57212             
186  2.09917             1.88984             
187  2.3872              2.29421             
188  2.75783             2.82502             
189  3.25038             3.56666             
190  3.94702             4.73362             
191  5.12212             7.28118             
192  8.45722             25.0646             
193  4.5867              20.592              
194  7.94102             15.9742             
195  12.8633             28.114              
196  15.1884             38.0139             
197  28.5974             90.1284             
198  4.91367             549.35              
199  -0.784514           194.188             
